anio,tabla,pregunta,ambito,TOTAL,NADA,POCO,BASTANTE,MUCHO
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,9.329,20.593,42.503,27.575
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,2.472,6.489,49.238,41.801
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,4.364,14.368,40.028,41.24
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas de oficina,100,8.317,24.79,43.145,23.748
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,4.612,14.849,48.435,32.104
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",En lenguas extranjeras,100,19.052,41.421,26.212,13.315
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Básicas de cálculo y/o comunicación oral o escrita,100,18.356,38.89,32.724,10.03
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Generales de tecnologías de la información,100,10.853,29.468,43.803,15.876
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Profesionales de tecnologías de la información,100,22.556,42.214,25.686,9.544
2022,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","Competencias técnicas, prácticas y otras específicas del puesto de trabajo",100,16.055,26.41,36.367,21.168
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,2.866,11.5,45.193,40.441
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,0.893,4.153,45.124,49.83
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,4.207,17.251,39.323,39.218
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas de oficina,100,2.74,20.738,50.668,25.854
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,2.143,10.565,48.905,38.386
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",En lenguas extranjeras,100,12.618,32.988,34.262,20.133
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Básicas de cálculo y/o comunicación oral o escrita,100,8.354,35.119,43.654,12.873
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Generales de tecnologías de la información,100,3.456,19.585,52.309,24.65
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Profesionales de tecnologías de la información,100,10.551,33.589,36.721,19.139
2022,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","Competencias técnicas, prácticas y otras específicas del puesto de trabajo",100,9.405,19.266,42.593,28.736
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,1.714,8.773,46.978,42.535
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,0.504,3.198,42.374,53.924
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,2.505,13.57,43.319,40.606
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas de oficina,100,1.828,23.259,52.651,22.261
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,1.236,10.034,48.775,39.955
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",En lenguas extranjeras,100,8.469,29.958,38.298,23.275
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Básicas de cálculo y/o comunicación oral o escrita,100,4.834,29.013,49.702,16.452
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Generales de tecnologías de la información,100,1.674,13.755,50.314,34.257
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Profesionales de tecnologías de la información,100,5.784,23.95,42.536,27.731
2022,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","Competencias técnicas, prácticas y otras específicas del puesto de trabajo",100,6.771,18.571,41.027,33.63
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,6.771,18.792,44.371,30.067
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,2.115,6.007,52.843,39.035
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,6.353,20.932,44.358,28.356
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas de oficina,100,4.557,23.763,48.055,23.626
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,3.119,13.293,49.331,34.256
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",En lenguas extranjeras,100,18.043,41.118,29.738,11.101
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Básicas de cálculo y/o comunicación oral o escrita,100,15.835,39.209,35.332,9.625
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Generales de tecnologías de la información,100,7.222,27.594,49.634,15.55
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Profesionales de tecnologías de la información,100,15.303,41.488,33.988,9.221
2022,EAL-16d,"EMPRESAS DE LA INDUSTRIA, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","Competencias técnicas, prácticas y otras específicas del puesto de trabajo",100,4.854,13.849,47.435,33.863
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,8.706,18.541,46.305,26.447
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,2.294,5.947,53.961,37.798
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,10.813,27.109,41.936,20.143
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas de oficina,100,6.943,23.135,45.779,24.143
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,4.272,14.759,48.436,32.533
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",En lenguas extranjeras,100,34.991,48.34,13.168,3.501
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Básicas de cálculo y/o comunicación oral o escrita,100,20.904,42.473,30.085,6.537
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Generales de tecnologías de la información,100,12.786,33.576,42.463,11.175
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Profesionales de tecnologías de la información,100,21.736,50.376,21.843,6.045
2022,EAL-16e,"EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","Competencias técnicas, prácticas y otras específicas del puesto de trabajo",100,5.528,19.144,44.854,30.473
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,9.324,20.397,41.712,28.567
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,2.417,6.444,47.177,43.962
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,2.76,10.952,38.709,47.58
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas de oficina,100,8.798,24.911,42.398,23.893
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,4.737,14.76,48.288,32.215
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",En lenguas extranjeras,100,15.751,39.373,28.618,16.258
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Básicas de cálculo y/o comunicación oral o escrita,100,17.4,37.753,33.791,11.056
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Generales de tecnologías de la información,100,10.527,28.09,43.632,17.75
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Profesionales de tecnologías de la información,100,23.009,39.968,25.742,11.281
2022,EAL-16f,"EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","Competencias técnicas, prácticas y otras específicas del puesto de trabajo",100,19.651,29.685,33.088,17.576
