apartment_id,name,description,host_id,neighbourhood_name,neighbourhood_district,room_type,accommodates,bathrooms,bedrooms,beds,amenities_list,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review_date,last_review_date,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_instant_bookable,reviews_per_month,country,city,insert_date,unique_id,city_neighbourhood,ocupacion_30
18466911,ALBA: VERY SPACIOUS HOUSE WITH PRIVATE SWIMMING POOL - COSTA BRAVA,"VERY SPACIOUS HOUSE WITH PRIVATE SWIMMING POOL - COSTA BRAVA With more than seven kilometres of seafront, l'Escala is bound to have a spot which is ideal for all kinds of beach lovers. From its vast sandy beaches with all facilities in the surrounding area, to tiny pebbled coves, shadowed by pines and sheer rock faces. Some have starting points for the swimming channels in the open sea, while others have a range of sports or are of special interest for divers, and others have truly unique features, such as the opportunity to swim and sunbathe next to historic sites such as the two thousand year old Greek dock. A whole world of beaches to discover. The price does not include sheets, towels, and kitchen towels. On the arrival day, pay the tourist tax (not included in the price). Tourist registration code: HUTG (Phone number hidden by Airbnb)",117751526,L'Escala,,Entire home/apt,8,2.0,4,5,"TV,Wifi,Pool,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Essentials,Hangers,Iron,Bathtub,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Oven,BBQ grill,Patio or balcony,Garden or backyard",1430.0,1,1125,VERDADERO,0,0,0,0,1,31/08/2019,31/08/2019,600.0,100.0,80.0,80.0,100.0,80.0,60.0,VERDADERO,49.0,spain,Girona,30/10/2019,4146,Girona: L'Escala,30
18466932,PIRINEU: HOUSE IN A QUIET AREA WITH A LARGE GARDEN.,"HOUSE IN A QUIET AREA WITH A LARGE GARDEN. With more than seven kilometres of seafront, l'Escala is bound to have a spot which is ideal for all kinds of beach lovers. From its vast sandy beaches with all facilities in the surrounding area, to tiny pebbled coves, shadowed by pines and sheer rock faces. Some have starting points for the swimming channels in the open sea, while others have a range of sports or are of special interest for divers, and others have truly unique features, such as the opportunity to swim and sunbathe next to historic sites such as the two thousand year old Greek dock. A whole world of beaches to discover. The price does not include sheets, towels, and kitchen towels. On the arrival day, pay the tourist tax (not included in the price). Tourist registration code: HUTG (Phone number hidden by Airbnb)",117751526,L'Escala,,Entire home/apt,6,1.0,3,5,"TV,Wifi,Pool,Kitchen,Smoking allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Bathtub,Microwave,Coffee maker,Refrigerator,Oven,BBQ grill,Patio or balcony,Garden or backyard",2240.0,1,1125,VERDADERO,30,36,53,328,4,21/09/2017,01/11/2017,800.0,80.0,70.0,90.0,90.0,90.0,80.0,VERDADERO,3.0,spain,Girona,20/10/2018,4147,Girona: L'Escala,0
18466939,VERY SPACIOUS HOUSE WITH LARGE TERRACE AND PRIVATE POOL,"Very spacious house with large terrace and private pool VERY SPACIOUS HOUSE WITH LARGE TERRACE AND PRIVATE POOL Great house located in a very quiet area of l'Escala, between Riells beach and Cala Montgï¿½. It has a spectacular terrace with a private pool with a magnificent porch for those who prefer shade and not the sun. And if we combine it with the barbecue and the wifi, we have the best option for the holidays !!! It has two completely independent rooms in the house for those who prefer a little more privacy.The price does not include sheets, towels, and kitchen towels. On the arrival day, pay the tourist tax (not included in the price). With more than seven kilometres of seafront, lï¿½Escala is bound to have a spot which is ideal for all kinds of beach lovers. From its vast sandy beaches with all facilities in the surrounding area, to tiny pebbled coves, shadowed by pines and sheer rock faces. Some have starting points for the swimming channels in the open sea, while others have a ran",117751526,L'Escala,,Entire home/apt,9,2.0,4,7,"TV,Wifi,Pool,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Essentials,Hangers,Iron,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Oven,BBQ grill,Patio or balcony",590.0,1,1125,VERDADERO,0,0,7,37,1,24/09/2019,24/09/2019,600.0,80.0,60.0,80.0,80.0,80.0,80.0,VERDADERO,13.0,spain,Girona,30/04/2020,4148,Girona: L'Escala,30
18470166,Modern apartment with green views,"We're located in a quiet area in between two gardens, with lots of light and a balcony. Walk just three minutes to Avenida America, a major transport hub which will connect you with the city centre or the airport in just 20 minutes. We are close to the Salamanca neighbourhood with its upmarket boutiques, cafes and restaurants. If you happen to plan a visit to the IE, Bernabeu or the National Auditorium, you'll be within walking distance, too.  We'd love to welcome you.<br /><br /><b>The space</b><br />We're on the top (3rd) floor. <br /><br />The flat has two bedrooms. Room 1 has a double bed (queen size). Room 2 has two single beds that can be put together to form a double bed. <br />PLEASE NOTE: Room 2 will remain locked unless you book for 3 or 4 people. <br /><br />Our kitchen is brand-new and includes a fridge, small freezer, oven, dish washer and washing machine. <br /><br />All 6 windows look out over the gardens on both sides of the house.<br /><br />There's lots of cupboard sp",128093440,Prosperidad,Chamartï¿½n,Entire home/apt,4,1.0,2,3,"Garden or backyard, Shampoo, Patio or balcony, Coffee maker, Washer, Dedicated workspace, Air conditioning, Hangers, Long term stays allowed, Dishes and silverware, Paid parking on premises, Kitchen, Cooking basics, Iron, Hair dryer, Cable TV, Wifi, Host greets you, TV, Dishwasher, Refrigerator, Hot water, Heating, Essentials, Oven, Stove]",900.0,2,120,VERDADERO,15,38,68,218,35,12/06/2017,04/01/2021,1000.0,100.0,100.0,100.0,100.0,90.0,100.0,FALSO,78.0,spain,Madrid,09/02/2021,4149,Madrid: Prosperidad,15
18470200,Private and spacious room in the center,"Se trata de un piso muy grande, donde viven 3 chicas. El habitaciï¿½n es doble, con cama de matrimonio, escritotio, armario y cajonera. En el piso hay 2 baï¿½os. salï¿½n equipado, cocina y todas las comodidades",32044573,La Nova Esquerra De L'Eixample,Eixample,Private room,1,1.0,1,1,"TV,Wifi,Kitchen,Smoking allowed,Elevator,Family/kid friendly,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",500.0,1,3,VERDADERO,0,7,37,127,1,03/06/2017,03/06/2017,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,FALSO,3.0,spain,Barcelona,09/11/2019,4150,Barcelona: La Nova Esquerra De L'Eixample,30
18481549,BIG BORN MONTCADA 3,"BORN MONTCADA 3 - 160m, 5 double bedroom, 2 bath, BEDS: 7 doble bed + 4 single bed. FREE WI-FI + TV + DVD+ HI-FI,  max 12 adults. FREE LUGGAGE STORAGE. Divinely spacious (160 square metres, 5 double bedrooms with 7 doble beds and 4 single beds up to twelve persons!!) with a nice style and convenient location close to Santa Maria del Mar Chuch in the heart of the Born district; this is a great option for groups visiting Barcelona. BARCELONA AREA GUIDES: EL BORN Despite humble beginnings as a settlement built on top of a medieval area of jousts and celebrations, El Born has become one of the most fashionable places in the city. Every day, the cafes are full of people, and at night people move to Passeig de Born, which is according to locals the site of the jousts. At Passeig de El Born, there are many bars, all of which offer good mojitos, and people say that here you can find the best place for eating pizza in Barcelona. You can't complain about ï¿½1.50 for a slice! Nevertheless, El Born ",126934248,"Sant Pere, Santa Caterina I La Ribera",Ciutat Vella,Entire home/apt,12,2.0,5,11,"TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,High chair,Crib",3300.0,3,1125,VERDADERO,12,33,61,318,0,,,,,,,,,,VERDADERO,,spain,Barcelona,07/10/2017,4151,"Barcelona: Sant Pere, Santa Caterina I La Ribera",18
18482107,A completely new duplex in Girona's Old Town (2),"A completely new duplex in Girona's Old Town, near the most significant emblematic areas of the city, that can be reached just walking. It is really calm and very luminous. There are two bedrooms with a double bed and one with two single beds. The kitchen is fully equipped, open to the living room, and there is an independent area with a washing machine and a tumble dryer. The surroundings offer a great variety of small charm restaurants and all kind of services, including a small health center. It is on a third floor of an old building, with stone walls and no lift, for the moment, so be aware that you will need strong legs... We do have 4 apartments on the same floor, with a capacity for 22 persons between all, so it is also a good option for groups. In Girona it's compulsory, when staying in an apartment registered as a HUT, to pay a touristic tax, that has a cost of 0.9ï¿½ per person and night with an additional 10% for the VAT, that will be charged at your arrival or before leaving.",123554274,Girona,,Entire home/apt,6,2.0,3,6,"TV,Wifi,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Fire extinguisher,Essentials,Hangers,Private entrance,Pack ï¿½n Play/travel crib,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven",1180.0,2,30,VERDADERO,22,52,79,310,50,14/05/2017,02/01/2020,980.0,100.0,100.0,100.0,100.0,100.0,100.0,VERDADERO,151.0,spain,Girona,31/01/2020,4152,Girona: Girona,8
18487269,"Appartement Bellavista, Pool, Meerblick, Garten","Die gemï¿½tliche Ferienwohnung Bellavista fï¿½r 4 Personen liegt im von der Eigentï¿½merin bewohnten Haupthaus zwischen Lloret de Mar und Tossa de Mar in der Urbanisation Serra Brava. Groï¿½zï¿½giges Grundstï¿½ck mit familiï¿½rer, gepflegter Atmosphï¿½re. Starten Sie ihre Urlaubstage auf ihrer privaten Terrasse mit Meerblick mit einem entspannten Frï¿½hstï¿½ck oder schwimmen Sie im  Salzwasserpool. Die Ferienwohnung verfï¿½gt ï¿½ber einen eigenen Zugang. Familien mit Kindern und Hunde sind bei uns herzlich willkommen. Die Eigentï¿½merin bewohnt die obere Wohnung im Haus mit ihren zwei Hunden. Nicht fï¿½r gehbehinderte Menschen geeignet- Der Zugang zum Appartement erfolgt ï¿½ber einige Treppen. Parkmï¿½glichkeiten direkt am Eingang auf der Straï¿½e",43424536,Lloret De Mar,,Entire home/apt,4,1.0,2,4,"TV,Wifi,Pool,Pets allowed,Heating,Family/kid friendly,Washer",720.0,2,1125,VERDADERO,29,59,89,364,3,25/06/2017,16/08/2018,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,FALSO,21.0,spain,Girona,30/08/2018,4153,Girona: Lloret De Mar,1
18487880,How to live and be Sevillian,"Our beloved apartment is a magnific way to feel the city of Seville, located inside the old walls of the imperial Seville having everything two steps from the apartment.  It's in a peaceful area closed of every typical, special and picturesque little part of this city. We try to make this place a different kind of home to stay comfortable without the traditional things. We offer one double room with a king bed (private bathroom) and a shared double room of bunk beds (shared bathroom). Also you have a shared living room and kitchen to explore our gastronomy.   Here you will find all that you need to rock your holidays! Guest have space to leave bicycles and baby troleys on the land of the building, we offer a private service for parking (ask for more information if is needed). Inside there's a common livingroom separate of the room area. The building has a rooftop with a free access for our guest, were you can chill southern sunsets or do sunbathing during the day. I'll meet the guest o",54361011,Santa Catalina,Casco Antiguo,Private room,4,2.0,2,3,"TV,Wifi,Air conditioning,Kitchen,Paid parking off premises,Breakfast,Free street parking,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Baby bath,Childrenï¿½s books and toys,Window guards,Babysitter recommendations,Crib,Pack ï¿½n Play/travel crib,Room-darkening shades,Childrenï¿½s dinnerware,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Wide hallway clearance,Wide doorway,Flat path to front door,Well-lit path to entrance,Step-free access,Wide clearance to bed,Accessible-height bed,Step-free access,Wide doorway,Bathtub with bath chair,Step-free access,Wide entryway,Host greets you,Handheld shower head,Paid parking on premises",1500.0,2,1125,VERDADERO,6,26,56,156,0,,,,,,,,,,VERDADERO,,spain,Sevilla,22/09/2018,4154,Sevilla: Santa Catalina,24
18488264,"SEAVIEW  ( CCIB), Beach.","Es una habitaciï¿½n que he preparado para recibir gente agradable como tu, estï¿½ a unos pasos de la playa, el centro de Convenciones Internacionales de Barcelona ( CCIB), estï¿½ a 5 minutos. Es tranquilo y acogedor lo comparto con gusto, es un ambiente familiar. Es un espacio donde puedes descansar por la noche y realizar tus actividades fuera de casa durante el dï¿½a, lo comparto con mucho gusto, todos los espacios son accesibles, lo ï¿½nico que te pido es cuidado a la hora de hacer uso de estos espacios, como en casa, dejar todo ordenado y limpio Se puede hacer uso de los espacios comunes, todo con cariï¿½o y cuidado dejarlo tal como estaba, limpio y ordenado. TE ALQUILAMOS BICICLETAS PARA DAR UN PASEO POR LA CIUDAD, TE LO PASARï¿½S MUY BIEN. TE OFRECEMOS PARKING PRIVADO POR 10 EUROS AL Dï¿½A. Les doy a los huï¿½sped total independencia, pero siempre pueden contactar conmigo las veces que sea necesario, estarï¿½ siempre pendiente de que todo vaya bien. El barrio es muy agradable lleno de parques y jard",36562727,Diagonal Mar I El Front Marítim Del Poblenou,Sant Martï¿½,Private room,2,1.0,1,1,"TV,Cable TV,Wifi,Kitchen,Elevator,Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,Hot water,Host greets you,Waterfront,Beachfront,Paid parking on premises",550.0,1,1125,VERDADERO,7,29,59,334,36,07/05/2017,04/07/2018,980.0,100.0,100.0,100.0,100.0,100.0,90.0,VERDADERO,251.0,spain,Barcelona,10/07/2018,4155,Barcelona: Diagonal Mar I El Front Marítim Del Poblenou,23
18494410,TRENDY PENTHOUSE BY THE BULLRING.Huge terrace A/C,"Fully reformed in August 2017. Elegant, bright and spacious attic with large terrace of 40m above the Plaza de Toros de la Maestranza, in the heart of the monumental area. Maximum capacity of 7 people: 2 double bedrooms + large sofa bed of 150 and quality inflatable mattress for a child or young person. It has 2 bathrooms, living room very bright and a kitchen equipped with everything you need. Free cable WIFI. Air conditioning and heating.Ceiling fans. No noise. Unique penthouse full of light and comfort overlooking the Plaza de Toros. Wonderful to discover Seville on foot. The building is old and the apartment is newly renovated in August 2017. It is 130 square meters and sleeps 7 people. You enter a hall that leads to a large living room with a large outside dining room that converts into a large bed of 150 in the living room where to be very large, you can put an inflatable mattress that would be the seventh square, with two windows, exit to the terrace and a complete open concept",76365544,Arenal,Casco Antiguo,Entire home/apt,7,2.0,2,4,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Paid parking off premises,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Building staff,Outlet covers,Baby bath,Changing table,High chair,Stair gates,Childrenï¿½s books and toys,Window guards,Table corner guards,Babysitter recommendations,Crib,Pack ï¿½n Play/travel crib,Room-darkening shades,Childrenï¿½s dinnerware,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Stove,Single level home,Patio or balcony,Long term stays allowed",1220.0,2,28,VERDADERO,12,20,27,172,151,14/09/2017,24/02/2020,970.0,100.0,100.0,100.0,100.0,100.0,90.0,VERDADERO,491.0,spain,Sevilla,23/03/2020,4156,Sevilla: Arenal,18
18499053,MODERN APARTMENT DOWNTOWN ENT 2,"A cozy space with all amenities like equipped modern kitchen utensils, bedding and towels. In the very heart of barcelona ideal for people who want to get the spirit of this vibrating city or get to know the city on foot.",20800350,El Raval,Ciutat Vella,Private room,4,1.0,2,3,"TV,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron",690.0,1,1125,VERDADERO,0,6,21,21,0,,,,,,,,,,FALSO,,spain,Barcelona,07/02/2018,4157,Barcelona: El Raval,30
18499289,2 bright bedrooms in Sagrada Family WIFI,"It is a flat Home Sharing 80m2 in Sagrada Familia, in a very quiet street, it has parquet, all exterior, very bright, 2 comfortable single rooms are rented. Each room is for the exclusive use of 1 person. The rooms can be booked separately or together. With single beds and wardrobes, bed linen and towels, there are 2 elevators in the building, it has a very bright and spacious dining room, balcony with rest area, equipped kitchen, bathroom with shower. They are two comfortable single rooms to rent, with single beds and wardrobes. They have everything you need, sheets, quilts and also towels. There is a window in each room with blinds. The rest of the apartment, dining room, balcony, bathroom and kitchen are shared. You have a bathroom with shower to share with me and a large dining room you can also use the ideal terrace to relax. Without forgetting the equipped kitchen, with everything you need to cook ... I will be available whenever they need me. It is a quiet neighborhood with pede",742649,La Sagrada Família,Eixample,Private room,2,1.0,2,2,"TV,Wifi,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator,Free street parking,Heating,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Outlet covers,Baby bath,Changing table,High chair,Childrenï¿½s books and toys,Childrenï¿½s dinnerware,Hot water,Bed linens,Extra pillows and blankets,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Host greets you",450.0,2,1125,VERDADERO,24,38,59,318,59,18/05/2017,04/12/2019,940.0,100.0,100.0,100.0,100.0,90.0,90.0,VERDADERO,183.0,spain,Barcelona,10/01/2020,4158,Barcelona: La Sagrada Família,6
18499980,Apartamento en Port D'Aro,"Acogedor apartamento ubicado en planta baja de edificio de nueva construcciï¿½n, ubicado en zona de alto standing en Port d'Aro. Zona comunitaria con piscina. Gran terraza soleada de 25 m. El apartamento estï¿½ decorado con mucho gusto y cuenta con todo lo necesario para que disfrute de sus vacaciones. Platja Gran a 4 minutos andando<br /><br /><b>The space</b><br />El apartamento, muy amplio y luminoso, estï¿½ decorado con un mobiliario moderno y funcional, convirtiï¿½ndose en el emplazamiento ideal para disfrutar al mï¿½ximo de unas vacaciones inolvidables en unos de los parajes mï¿½s exclusivos de la Costa Brava. El apartamento consta de recibidor, amplio salï¿½n-comedor con acceso directo a terraza de teka , cocina independiente totalmente equipada con zona de lavadero, tres dormitorios dobles (1 suite) y dos baï¿½os completos. Fantï¿½stica zona comunitaria con jardï¿½n y piscina<br /><br /><b>Guest access</b><br />Zona comunitaria con jardï¿½n y piscina<br /><br /><b>License number</b><br />HUTG-3955",128380878,Castell-Platja D'Aro,,Entire home/apt,6,2.0,3,4,"Washer, Wifi, Essentials, Pool, Bathtub, Heating, Room-darkening shades, Kitchen, TV, Coffee maker, Dishes and silverware, Elevator, Long term stays allowed, Free street parking, Hangers, Dryer]",1140.0,6,1125,VERDADERO,0,0,0,0,4,30/08/2017,16/08/2019,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,VERDADERO,9.0,spain,Girona,27/02/2021,4159,Girona: Castell-Platja D'Aro,30
18502042,"Close to the sea, fresh and sunny","Sunny and spacious apartment placed in the center of Can Picafort, the large sand beach is located round about 80 meters, close to bars, restaurants and nightclubs. The apartment is placed in a corner so it has a lot of light and sun. Register number ETVPL/12702 The apartment surface is 120 square meters in Mediterranean style. You can see the sea from the 20 meters square terrace. Three rooms, one with a double bed (1,80x1,90), another with a double bed (1,50x1,90) and the last one with a 1,35x1,90 bed. Electrical hitchen and oven, fridge, coffee machine, toaster and microwave. Laundry room with washing machine and iron set. Two bathrooms, one with bath, the second one with a shower. Dining room suitable furnished with a width door over the terrace, when you can enjoy a nice dinner or rest peacefully. You can park your car easily in front of the apartment. Pets are not allowed. Ideal for 5 persons, maximum 6 persons. Round about 30 m, in the same street, you can get a taxi (a bit expe",128398769,Santa Margalida,,Entire home/apt,6,2.0,3,4,"TV,Wifi,Kitchen,Smoking allowed,Free street parking,Family/kid friendly,Washer,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,High chair,Pack ï¿½n Play/travel crib,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Host greets you",750.0,5,1125,VERDADERO,0,0,0,0,6,12/07/2017,02/10/2018,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,VERDADERO,28.0,spain,Mallorca,24/04/2019,4160,Mallorca: Santa Margalida,30
18505909,Nice apartment with terrace...,"My apartment is near city center and public transport. You will love be there because of:  a comfortable bed, clean, atmosphere and surroundings. It is good for a couple, friends, business travel and family ( with children ). NEW AND VERY GOOD AIR CONDITIONER. One bedroom with 2 pers bed and one bedroom with 1 pers bed, living room, dining room, bathroom and toilet, kitchen, sunny terraces. In my apartment you have one well equiped bedroom with 2 pers bed and one bedroom with 1 pers bed ( sheets, duvets, pillows ), living room ( TV, Internet, sofa ), dining room ( air conditioner, table and 4 chairs ), bathroom and toilet ( bath, hair dryer, towels ), kitchen ( oven, kettle, toaster, cetlery, plates, glasses, pots, frying pan ), sunny terrace. If you need more information or you need help you can always ask:) On the corner of the street nice coffee shop , on the main street you can find shops, supermarkets ( Eroski, Mercadona ), restaurants, bars, hairdressers, gas station, police stat",104241817,Palma De Mallorca,,Entire home/apt,5,1.0,3,6,"TV,Wifi,Air conditioning,Kitchen,Free street parking,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Baby bath,High chair,Stair gates,Childrenï¿½s books and toys,Babysitter recommendations,Crib,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Beach essentials,Long term stays allowed,Cleaning before checkout,Baking sheet,Trash can",460.0,7,180,VERDADERO,27,52,55,311,3,23/06/2017,16/07/2017,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,FALSO,9.0,spain,Mallorca,23/04/2020,4161,Mallorca: Palma De Mallorca,3
18513889,Piso de diseï¿½o en Puerta del ï¿½ngel,"Piso reformado de diseï¿½o, con todo nuevo. Cerca del centro, del Palacio, Madrid RIO a un paso, Casa de campo a 5 min. Ademas muy bien comunicado por transporte publico, bus en la puerta. Perfecto para descansar por la noche y vivir como un local de Madrid. Aparcamiento gratuito en la calle. Piso muy bien situado en zona tranquila y de aparcamiento gratuito. Cuenta con dos Habitaciones,  zona de salï¿½n/comedor y una cocina moderna totalmente equipada (nevera, lavadora , vitrocerï¿½mica,...) Situado en una zona residencial tranquila a 15 minutos andando del centro de la ciudad Me encargo de proporcionar a los huï¿½spedes toda la informaciï¿½n y ayuda necesaria para hacer de su visita la mejor experiencia posible. Estoy disponible para contactar con los huï¿½spedes durante su estancia y facilitarles informaciï¿½n turï¿½stica o de otro tipo que requieran y aunque no me encuentro en la zona durante su estancia, suelo estar en Madrid para cualquier problema que pueda surgir o ayuda que requieran. - Barri",128501824,Puerta Del Angel,Latina,Entire home/apt,5,1.0,2,2,"Wireless Internet,Kitchen,Breakfast,Elevator,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",710.0,3,1125,VERDADERO,8,34,34,104,25,23/05/2017,06/11/2017,950.0,90.0,90.0,100.0,100.0,90.0,100.0,VERDADERO,313.0,spain,Madrid,17/01/2018,4162,Madrid: Puerta Del Angel,22
18513964,"Villa Cala Figuera over the cliff. Private sea access, WiFi, parking","The villa is located in Cala Figuera, on the southeast coast of the island of Mallorca. It not only stands out by its excellent location (near beaches and all services such as supermarkets, restaurants, etc ...) but also by its friendly, cozy atmosphere and the high level of comfort. It has large terraces, living rooms, 2 dining rooms, 2 fully equipped kitchens and a utility room. Capacity for 14 guests. 7 double bedrooms with 5 bathrooms in total, 2 of them in suite. Direct cove access, the house is exactly over the cove with spectacular views. The area: Santanyï¿½ is the municipality that is located more to the south of the island and belongs to the region of Migjorn. This town is formed by eleven population centers, Cala d'Or, Cala Figuera, Es Llombards, Calonge, Porto Petro, Alquerï¿½a Blanca, Cala Santanyï¿½, Cala Llombards, Cap d'Es Moro, Son Moger and Santanyï¿½. Cuevas del Rey: Hiking trail for lovers of prehistory, visit an ancient burial cave from the Talayotic era. It is a simple an",3207615,Santanyí,,Entire home/apt,14,5.0,7,14,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Dishwasher,Oven,Patio or balcony",1460.0,5,1125,VERDADERO,5,16,16,16,4,05/05/2018,14/09/2018,850.0,90.0,70.0,100.0,100.0,100.0,80.0,VERDADERO,88.0,spain,Mallorca,18/09/2018,4163,Mallorca: Santanyí,25
18520217,Bonito apartamento 2hab+buhardilla. piscina-tenis,"Bonito Apartamento con 2 habitaciones (1 doble + 1 individual con cama nido) mï¿½s buhardilla (mï¿½x. 1.40 cm altura, 1 cama doble + 1 individual). Disponibilidad de cuna. Es un 3er piso sin ascensor. En zona ajardinada y cerrada. Ideal para los niï¿½os. Pueden jugar sin peligro en toda la comunidad, ir en bici,... Piscina comunitaria y Pista de tenis. La piscina estï¿½ disponible de Junio a Septiembre (ambos incluidos) A 10 minutos caminando de la playa. Estï¿½ ubicado en zona tranquila, cerca zona comercial, cines, bolera, tiendas , Decathlon, farmacia y supermercados El apartamento es muy confortable y muy luminoso. Dispone de baï¿½o completo, lavadora y cocina equipada con nevera, lavavajillas, microondas, tostadora y cafetera de cï¿½psulas Nespresso.  Se puede aparcar con facilidad en la calle. Piscina (junio a septiembre), pista de tenis y jardï¿½n comunitario Zona tranquila Se puede aparcar fï¿½cilmente en la misma calle de acceso al recinto",128556761,Castell-Platja D'Aro,,Entire home/apt,6,1.0,3,6,"TV,Pool,Kitchen,Free street parking,Indoor fireplace,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Bathtub,Crib,Pack ï¿½n Play/travel crib,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Patio or balcony",950.0,6,1125,VERDADERO,0,27,57,287,6,15/05/2018,30/07/2019,970.0,90.0,90.0,100.0,100.0,90.0,100.0,VERDADERO,26.0,spain,Girona,26/03/2020,4164,Girona: Castell-Platja D'Aro,30
18521609,"Hidden house, Park Guell habitaciï¿½n doble","Hola, si quieres estar en un entorno tranquilo, HiddenHouse te espera! La casa esta ubicada cerca del PARQUE Gï¿½ELL, BATERIAS ANTIAï¿½REAS (BUNKER DEL CARMEL) Y LA CREUETA DEL COLL.  A 15 minutos del barrio de Gracia, en bus 22 . Es un barrio alejado del bullicio del centro de la ciudad, es un barrio muy autentico, dï¿½nde podrï¿½s descubrir zonas menos explotadas turï¿½sticamente pero con un encanto muy especial. Muy bien comunicado, metro y autobï¿½s. Casa a 150 metros, del metro Linea5 Coll i Teixonera Casa interior tranquila y acogedora en un primer piso con escaleras algo empinadas, a 150 metros de la estaciï¿½n de metro el Coll i Teixonera. Puedes contar con una habitaciï¿½n confortable, cama matrimonial,con aire acondicionado, escritorio,armario y smartTV con Netflix,HBO, Youtube. Puedes disfrutar de la terraza, mientras te tomas un cafï¿½ y preparas tu dï¿½a para descubrir Barcelona. La casa dispone de 3 plantas, comunicada por una escalera; Planta baja salon-comedor, cocina y aseo Primera planta",128567999,La Teixonera,Horta-Guinardï¿½,Private room,2,2.0,1,1,"TV,Wifi,Air conditioning,Kitchen,Smoking allowed,Breakfast,Pets live on this property,Dog(s),Free street parking,Heating,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop-friendly workspace,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Long term stays allowed,Host greets you",200.0,1,365,VERDADERO,0,0,0,134,127,03/08/2017,29/02/2020,990.0,100.0,100.0,100.0,100.0,100.0,100.0,VERDADERO,364.0,spain,Barcelona,13/06/2020,4165,Barcelona: La Teixonera,30
