anio,tabla,pregunta,dimension,ambito,cv_empresas_flexibilidad_interna,cv_empresas_formacion_trabajadores,cv_empresas_aumento_plantilla
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Castilla y León,5.24386726893125,4.194915788492542,14.054404136047104
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Cataluña,3.6743875878065566,3.626702084741893,9.696763514502026
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Comunitat Valenciana,4.390456382927551,4.39452863451287,10.840983550967016
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Extremadura,6.573955765559192,5.716201672013161,13.88652681962053
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Galicia,4.554036921379026,4.261987745016513,13.688628331970364
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Madrid (Comunidad de),4.231217082392165,4.071675749265845,9.664386047352515
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Murcia (Región de),5.668679084402466,4.512887989998764,13.712143146104712
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Navarra (Comunidad Foral de),5.6155615961385115,3.938320636170928,14.862455408389533
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,País Vasco,4.2674308501042475,4.77702448168659,14.304781497026426
2020,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,"Rioja, La",4.6013365186562005,4.286419304930781,15.864451556286133
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TOTAL,ENCUESTA ANUAL LABORAL TOTAL,2.5893530592466623,1.2475333900157377,2.777164123901647
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 5 a 9 trabajadores,4.2867107012613985,2.2269612936189107,5.213607460739079
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 10 a 49 trabajadores,3.601403040231184,1.5911002858616885,3.741386723772164
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 50 a 249 trabajadores,3.2554775431448366,0.9573685384966412,2.9335026496500514
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 250 a 499 trabajadores,3.79449694086856,1.1467535307619174,3.991086443398996
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,Más de 499 trabajadores,0.9033599986868276,0.2491537183741783,0.8994189698647905
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Industria,5.144623088868296,1.8993498525555133,4.744347003740573
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Construcción,8.097496922312894,2.372670203816824,5.59916463556595
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Comercio y reparación de vehículos,6.837760185837817,3.0372890747916625,7.462382283507163
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Transporte y almacenamiento,10.073630174212354,3.401958410615774,9.372732782913198
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Hostelería,5.154974318687433,5.24892367292177,10.173510644725242
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",10.753091304071456,3.465928903213817,7.939806461605098
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Actividades profesionales, científicas y técnicas",10.446399373309967,3.275774601624749,7.496461805120763
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Actividades administrativas y servicios auxiliares,7.893672180680578,4.523733251934312,8.961388650715266
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",6.804621946286329,4.751397598784089,10.407185739704133
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Andalucía,8.05629320007333,3.9926467006604938,9.357458661816857
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Aragón,9.044988195944644,3.9397845692925246,9.376085638296558
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Asturias (Principado de),8.184861540867908,4.603588665373018,10.9841512671804
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Balears (Illes),8.109468255041442,5.216801256384604,10.15266730440356
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Canarias,7.530980113769853,4.652646855252813,9.726411933319634
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Cantabria,10.159810605237006,4.846590036343041,11.722652141750698
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Castilla-La Mancha,8.588279817102716,4.694998578288263,10.87514958408672
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Castilla y León,7.887842789117625,3.633864659924551,11.307709422324976
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Cataluña,7.296324004352371,3.59470987011973,7.569936925266576
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Comunitat Valenciana,7.593350124258653,3.843932774212766,7.933938544183822
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Extremadura,9.637591163919817,4.884918349348056,10.061810342434626
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Galicia,9.421928426202406,3.903657078324415,10.305943181608418
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Madrid (Comunidad de),8.048344588863912,3.3008400639973257,7.0218919746243476
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Murcia (Región de),10.917754421808125,4.054827536842649,8.928323849417566
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Navarra (Comunidad Foral de),10.24771828118042,3.933474682362709,11.262734769833214
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,País Vasco,8.470376965697827,4.504130347177136,10.02803684269112
2021,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,"Rioja, La",7.705847781049112,3.7893211869093695,9.887885687796029
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TOTAL,ENCUESTA ANUAL LABORAL TOTAL,2.60709715795913,1.09283206275259,3.352914933166885
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 5 a 9 trabajadores,4.377209507860545,2.029304994906471,6.654441029078568
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 10 a 49 trabajadores,3.6138913701177473,1.3051887927016237,4.308763094792862
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 50 a 249 trabajadores,2.906016099575538,0.5475048433488591,3.215192740418893
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 250 a 499 trabajadores,3.4864232971555156,0.6554308677397723,4.196170029237174
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,Más de 499 trabajadores,0.7520988699774337,0.0889812826779632,0.9278162748528046
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Industria,4.977589533355613,1.693876887616102,5.7219562025194755
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Construcción,6.122790333109793,1.9010441126195137,6.732655232551561
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Comercio y reparación de vehículos,7.389662449142108,3.0210553768338726,9.430198573770491
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Transporte y almacenamiento,10.784163221994213,3.018057568507428,10.57133279638919
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Hostelería,5.981813006472192,4.323513108513006,12.39002628137803
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Información, comunicaciones, actividades financieras, de seguros e inmobiliarias",10.869202940488702,3.182325042513532,8.845010077097108
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Actividades profesionales, científicas y técnicas",8.895550320313681,2.2948786282573312,8.651114828658587
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,Actividades administrativas y servicios auxiliares,5.4873981221647155,2.9135094661868957,7.413347085347481
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",ACTIVIDAD ECONÓMICA,"Actividades artísticas, recreativas y de entretenimiento y otros servicios",6.455873558027009,3.612868732074844,12.145030488264853
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Andalucía,6.390652516640709,3.5540420460013844,10.42791709541738
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Aragón,9.771810928872828,3.2630461961966324,11.74166159920012
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Asturias (Principado de),10.105672971799429,4.398590893424694,13.233958975643391
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Balears (Illes),8.175936364305985,3.9511012668595233,11.237132852382128
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Canarias,8.95256058565054,4.978874742958302,12.353178314344396
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Cantabria,11.116838902669055,3.749911588116936,14.058087784475273
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Castilla-La Mancha,8.367173455050644,2.991033070975596,12.120061935146744
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Castilla y León,9.79435191250857,3.697172653158504,11.70474495863592
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Cataluña,7.916938504691903,2.9703656939279792,8.302098870999776
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Comunitat Valenciana,7.838205621337552,3.532750439264724,10.088345778807078
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Extremadura,8.227347226719745,3.997286877989557,13.850660479399998
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Galicia,9.085461248906816,3.45569716703259,11.402631843343018
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Madrid (Comunidad de),7.353022482487886,2.8374000110329445,8.757563961157857
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Murcia (Región de),10.311587849320098,4.037877577152424,12.045617437004728
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,Navarra (Comunidad Foral de),9.800478052184951,3.5491030143687894,12.671108660359083
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,País Vasco,12.374416562587758,3.9307413235038617,11.910592721113057
2022,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",COMUNIDAD AUTÓNOMA,"Rioja, La",8.883760053310155,3.6106398332520273,12.682850182353253
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TOTAL,ENCUESTA ANUAL LABORAL TOTAL,2.798323275423407,1.0630573944151906,3.43238803366532
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 5 a 9 trabajadores,4.903862556276728,2.0403213926858776,6.618331732873811
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 10 a 49 trabajadores,3.7447589615706858,1.1897669547281922,4.449555514861105
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 50 a 249 trabajadores,3.157361896495196,0.5827073762810379,3.5696426262708414
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,De 250 a 499 trabajadores,3.49942495067845,0.5156238618270944,4.564917701166711
2023,EAL-M1,"ERRORES DE MUESTREO, POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",TAMAÑO DE LA EMPRESA,Más de 499 trabajadores,1.190017289706714,0.10492676149532,1.355704315406802
