anio,tabla,pregunta,ambito,TOTAL,NADA,POCO,BASTANTE,MUCHO
2023,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios organizativos introducidos en la empresa,100,3.572,25.247,53.482,17.699
2023,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,1.318,8.962,52.88,36.84
2023,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,3.103,25.387,52.932,18.579
2023,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptación impuesta por cambios normativos,100,3.652,27.528,46.334,22.486
2023,EAL-23d,"EMPRESAS DE LA INDUSTRIA QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Responder a un sistema predeterminado de promoción interna,100,23.937,43.952,27.398,4.713
2023,EAL-23d,"EMPRESAS DE LA INDUSTRIA QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios técnicos introducidos en la empresa,100,8.2,22.119,55.148,14.532
2023,EAL-23d,"EMPRESAS DE LA INDUSTRIA QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios organizativos introducidos en la empresa,100,10.749,29.743,46.849,12.659
2023,EAL-23d,"EMPRESAS DE LA INDUSTRIA QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,6.411,14.195,53.668,25.726
2023,EAL-23d,"EMPRESAS DE LA INDUSTRIA QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,6.815,24.302,52.383,16.5
2023,EAL-23d,"EMPRESAS DE LA INDUSTRIA QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptación impuesta por cambios normativos,100,7.604,28.89,44.822,18.684
2023,EAL-23e,"EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Responder a un sistema predeterminado de promoción interna,100,22.079,43.28,29.462,5.179
2023,EAL-23e,"EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios técnicos introducidos en la empresa,100,10.05,20.418,57.508,12.025
2023,EAL-23e,"EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios organizativos introducidos en la empresa,100,12.333,27.627,48.815,11.224
2023,EAL-23e,"EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,6.463,13.171,56.3,24.067
2023,EAL-23e,"EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,5.107,16.792,57.945,20.156
2023,EAL-23e,"EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptación impuesta por cambios normativos,100,5.595,18.02,52.311,24.075
2023,EAL-23f,"EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Responder a un sistema predeterminado de promoción interna,100,21.791,41.595,30.323,6.291
2023,EAL-23f,"EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios técnicos introducidos en la empresa,100,11.293,22.977,51.152,14.578
2023,EAL-23f,"EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios organizativos introducidos en la empresa,100,12.486,28.561,46.972,11.98
2023,EAL-23f,"EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,6.605,15.027,53.28,25.089
2023,EAL-23f,"EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,7.815,24.237,50.385,17.563
2023,EAL-23f,"EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptación impuesta por cambios normativos,100,9.07,24.912,44.647,21.371
