anio,tabla,proporcionaron_formacion,pregunta,ambito,NADA,POCO,BASTANTE,MUCHO
2024,EAL-24c,Si,EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,El alto coste de los cursos de formación,17.847,44.584,30.667,6.903
2024,EAL-24c,Si,EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,La empresa prefirió tener personal con contratos formativos o personal en formación por convenio de Formación profesional dual a proporcionar más formación a sus trabajadores ,67.016,27.424,5.012,0.548
2024,EAL-24c,Si,EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,30.689,47.535,19.701,2.075
2024,EAL-24c,Si,EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,10.645,34.299,41.209,13.847
2024,EAL-24c,Si,EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,Dificultad para acceder a ayudas o subvenciones públicas,32.125,44.83,17.307,5.739
2024,EAL-24c,Si,EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,Otras razones,66.751,25.775,5.614,1.86
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,9.804,19.018,52.966,18.212
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,"La empresa prefirió contratar a personal con la cualificación, habilidades y competencias necesarias ",22.127,24.242,40.054,13.577
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,Dificultad para evaluar la necesidades de formación de la empresa,31.896,51.337,14.996,1.771
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,La falta de cursos de formación adecuados en el mercado,27.241,45.197,20.15,7.413
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,El alto coste de los cursos de formación,21.275,36.415,28.771,13.539
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,La empresa prefirió tener personal con contratos formativos o personal en formación por convenio de Formación profesional dual a proporcionar más formación a sus trabajadores ,69.942,22.01,6.172,1.876
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,34.423,42.09,19.098,4.389
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,15.595,28.249,38.791,17.365
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,Dificultad para acceder a ayudas o subvenciones públicas,26.134,36.469,22.508,14.89
2024,EAL-24f,Si,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS,Otras razones,69.01,21.876,5.87,3.245
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,7.497,11.745,48.18,32.578
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,"La empresa prefirió contratar a personal con la cualificación, habilidades y competencias necesarias ",16.991,14.927,45.484,22.598
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,Dificultad para evaluar la necesidades de formación de la empresa,33.929,46.144,15.427,4.501
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,La falta de cursos de formación adecuados en el mercado,32.974,40.854,18.727,7.444
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,El alto coste de los cursos de formación,32.154,34.644,22.305,10.896
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,La empresa prefirió tener personal con contratos formativos o personal en formación por convenio de Formación profesional dual a proporcionar más formación a sus trabajadores ,69.386,20.775,7.963,1.875
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,42.478,33.815,18.795,4.912
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,23.112,29.498,30.973,16.417
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,Dificultad para acceder a ayudas o subvenciones públicas,36.386,31.367,20.381,11.866
2024,EAL-25,No,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,Otras razones,63.988,21.749,7.994,6.269
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,13.937,12.085,49.03,24.948
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,"La empresa prefirió contratar a personal con la cualificación, habilidades y competencias necesarias ",21.345,16.108,41.856,20.691
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,Dificultad para evaluar la necesidades de formación de la empresa,31.261,48.978,17.449,2.312
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,La falta de cursos de formación adecuados en el mercado,36.665,46.178,11.29,5.867
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,El alto coste de los cursos de formación,37.611,36.39,15.092,10.907
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,La empresa prefirió tener personal con contratos formativos o personal en formación por convenio de Formación profesional dual a proporcionar más formación a sus trabajadores ,58.533,32.396,8.904,0.166
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,36.081,39.704,24.049,0.166
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,28.984,30.222,28.625,12.169
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,Dificultad para acceder a ayudas o subvenciones públicas,35.266,37.366,17.212,10.155
2024,EAL-25b,No,EMPRESAS DE 50 O MÁS TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,Otras razones,51.771,30.562,7.505,10.162
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,6.457,12.723,47.626,33.194
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,"La empresa prefirió contratar a personal con la cualificación, habilidades y competencias necesarias ",15.886,15.641,45.619,22.854
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,Dificultad para evaluar la necesidades de formación de la empresa,33.498,45.986,15.393,5.123
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,La falta de cursos de formación adecuados en el mercado,33.133,41.316,18.323,7.229
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,El alto coste de los cursos de formación,31.411,33.919,23.188,11.481
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,La empresa prefirió tener personal con contratos formativos o personal en formación por convenio de Formación profesional dual a proporcionar más formación a sus trabajadores ,70.067,19.881,8.26,1.792
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,44.018,34.269,17.211,4.502
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,22.419,29.643,30.416,17.522
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,Dificultad para acceder a ayudas o subvenciones públicas,36.2,30.566,20.535,12.699
2024,EAL-25e,No,EMPRESAS DEL SECTOR SERVICIOS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN ,Otras razones,63.827,21.365,7.972,6.836
