anio,tabla,pregunta,competencia,tamano_empresa,porcentaje,sector,comunidad_autonoma
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De dirección,MÁS DE 499 TRABAJADORES,30.51094890510949,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De trabajo en equipo,MÁS DE 499 TRABAJADORES,33.333333333333336,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De atención al público/ trato a clientes,MÁS DE 499 TRABAJADORES,27.05596107055961,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Administrativas de oficina,MÁS DE 499 TRABAJADORES,13.333333333333334,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Técnicas específicas del puesto de trabajo,MÁS DE 499 TRABAJADORES,54.01459854014598,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",MÁS DE 499 TRABAJADORES,13.18734793187348,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),En lenguas extranjeras,MÁS DE 499 TRABAJADORES,27.63990267639903,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Generales de tecnologías de la información,MÁS DE 499 TRABAJADORES,25.10948905109489,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Profesionales de tecnologías de la información,MÁS DE 499 TRABAJADORES,12.749391727493917,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Básicas de cálculo y/o comunicación oral o escrita,MÁS DE 499 TRABAJADORES,2.8223844282238444,,
2024,EAL-20,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN TAMAÑO DE LA EMPRESA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Otras,MÁS DE 499 TRABAJADORES,11.776155717761558,,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De dirección,,16.34734049117611,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De trabajo en equipo,,28.49484758731334,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De atención al público/ trato a clientes,,24.5302665679378,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Administrativas de oficina,,17.027644082438602,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Técnicas específicas del puesto de trabajo,,50.83880970011107,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",,11.20996853017401,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),En lenguas extranjeras,,7.478711588300629,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Generales de tecnologías de la información,,12.666990620757744,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Profesionales de tecnologías de la información,,5.3109187955078365,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Básicas de cálculo y/o comunicación oral o escrita,,1.2549364432926078,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Otras,,13.934268172281872,TOTAL,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De dirección,,16.439152691584518,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De trabajo en equipo,,30.078035844319576,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De atención al público/ trato a clientes,,31.456161897205707,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Administrativas de oficina,,16.99453314349683,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Técnicas específicas del puesto de trabajo,,44.985816604897344,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",,10.889695573259138,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),En lenguas extranjeras,,8.258974665521851,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Generales de tecnologías de la información,,13.84158071493006,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Profesionales de tecnologías de la información,,5.807584040691672,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Básicas de cálculo y/o comunicación oral o escrita,,1.2661804823441185,SERVICIOS,
2024,EAL-21,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN SECTOR DE ACTIVIDAD POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Otras,,13.40194980925779,SERVICIOS,
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De dirección,,16.34734049117611,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De trabajo en equipo,,28.49484758731334,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De atención al público/ trato a clientes,,24.5302665679378,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Administrativas de oficina,,17.027644082438602,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Técnicas específicas del puesto de trabajo,,50.83880970011107,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",,11.20996853017401,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),En lenguas extranjeras,,7.478711588300629,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Generales de tecnologías de la información,,12.666990620757744,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Profesionales de tecnologías de la información,,5.3109187955078365,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Básicas de cálculo y/o comunicación oral o escrita,,1.2549364432926078,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Otras,,13.934268172281872,,TOTAL
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De dirección,,17.53197525127779,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De trabajo en equipo,,27.035288938886307,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De atención al público/ trato a clientes,,25.978821745616393,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Administrativas de oficina,,19.54953412731408,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Técnicas específicas del puesto de trabajo,,46.91007801227654,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",,14.668264410261427,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),En lenguas extranjeras,,5.536670661025654,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Generales de tecnologías de la información,,9.764984960015653,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Profesionales de tecnologías de la información,,4.4606392604729646,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Básicas de cálculo y/o comunicación oral o escrita,,0.8192511799662517,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Otras,,14.92993568266856,,ANDALUCÍA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De dirección,,16.39904610492846,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De trabajo en equipo,,28.994435612082672,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De atención al público/ trato a clientes,,27.003179650238472,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Administrativas de oficina,,15.007949125596184,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Técnicas específicas del puesto de trabajo,,50.29213036565978,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",,9.848966613672497,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),En lenguas extranjeras,,10.26033386327504,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Generales de tecnologías de la información,,16.28974562798092,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Profesionales de tecnologías de la información,,5.9360095389507155,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Básicas de cálculo y/o comunicación oral o escrita,,1.2221780604133543,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Otras,,11.563990461049285,,CATALUÑA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De dirección,,13.011277562699885,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De trabajo en equipo,,28.840262582056894,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De atención al público/ trato a clientes,,26.110082477697357,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Administrativas de oficina,,15.70442686416428,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Técnicas específicas del puesto de trabajo,,51.873421982831175,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",,8.769567412893453,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),En lenguas extranjeras,,5.975425012624138,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Generales de tecnologías de la información,,11.085675812152836,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Profesionales de tecnologías de la información,,3.4303989227402796,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Básicas de cálculo y/o comunicación oral o escrita,,1.2556808618077764,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Otras,,16.599899006901197,,COMUNITAT VALENCIANA
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De dirección,,17.451255256786034,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De trabajo en equipo,,28.918057856505673,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De atención al público/ trato a clientes,,23.626863769593474,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Administrativas de oficina,,15.478526825538422,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Técnicas específicas del puesto de trabajo,,49.87893462469734,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",,11.076844654007902,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),En lenguas extranjeras,,10.951956161590417,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Generales de tecnologías de la información,,17.25755065630177,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Profesionales de tecnologías de la información,,7.809353893207596,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Básicas de cálculo y/o comunicación oral o escrita,,1.8019625334522749,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),Otras,,13.110742959092647,,MADRID (COMUNIDAD DE)
2024,EAL-22,EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN COMUNIDAD AUTÓNOMA POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1),De dirección,,16.410991233985165,,PAÍS VASCO
