Año 2022. Porcentaje sobre el total de empresas en la industria que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,6.388,22.103,57.708,13.801
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,20.034,32.943,38.787,8.236
Dificultad para evaluar la necesidades de formación de la empresa,100,27.904,57.403,12.957,1.736
La falta de cursos de formación adecuados en el mercado,100,23.095,47.978,21.998,6.929
El alto coste de los cursos de formación,100,19.646,40.274,29.147,10.933
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,24.275,45.836,26.179,3.709
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,13.285,28.271,44.547,13.896
Dificultad para acceder a ayudas o subvenciones públicas,100,21.114,40.136,26.688,12.063
"EAL-24e. EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS ",,,,,
Año 2021. Porcentaje sobre el total de empresas en la construcción que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,6.365,17.681,60.638,15.316
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,18.445,27.237,43.868,10.451
Dificultad para evaluar la necesidades de formación de la empresa,100,26.57,55.857,16.097,1.476
La falta de cursos de formación adecuados en el mercado,100,24.908,47.786,21.68,5.626
El alto coste de los cursos de formación,100,20,32.43,34.59,12.981
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,22.819,41.473,31.673,4.035
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,11.419,28.656,44.984,14.941
Dificultad para acceder a ayudas o subvenciones públicas,100,19.244,35.581,32.697,12.478
"EAL-24f. EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN  QUE SUPUSIERON CIERTOS MOTIVOS",,,,,
Año 2022. Porcentaje sobre el total de empresas en el sector servicios que proporcionaron formación a sus trabajadores.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,6.804,18.486,58.857,15.853
"La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,17.78,27.601,43.014,11.605
Dificultad para evaluar la necesidades de formación de la empresa,100,25.574,57.645,14.513,2.268
La falta de cursos de formación adecuados en el mercado,100,22.54,47.566,23.787,6.107
El alto coste de los cursos de formación,100,16.508,39.008,32.701,11.783
El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,27.979,42.148,27.487,2.386
La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,11.869,32.02,41.547,14.565
Dificultad para acceder a ayudas o subvenciones públicas,100,19.474,38.007,30.02,12.499
