,apartment_id,name,description,host_id,neighbourhood_name,neighbourhood_district,room_type,accommodates,bathrooms,bedrooms,beds,amenities_list,price,pricexperson,minimum_nights,maximum_nights,has_availability,availability_30,ocupation30,ocup%30,availability_60,ocupation60,availability_90,ocupation90,availability_365,ocupation365,number_of_reviews,first_review_date,last_review_date,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,general_satisf,reviews_per_month,country,city,insert_date,is_instant_bookable,amenities_score,zona
4455,19129261,Centro Coln,Cmodo Apartamento En El Centro Con Todo Lo Necesario Para Pasar Unos Fantsticos Das En Una De Las Mejores Zonas De Madrid Este Apartamento De 33 Metros Cuadrados Reformado Y Bien Equipado Est En Una De Las Mejores Zonas De La Ciudad De Madrid Por Detrs De La Famosa Plaza De Coln Prcticamente Dentro Del Paseo De La Castellana Con Unas Vistas A La Bella Ciudad De Madrid Hace De L Un Lugar Agradable Para Quienes Quieren Disfrutar De La Cultura Madrilea Por Unos Das El Piso Tiene Un Pequeo Saln Reformado En El Cual Se Puede Encontrar Un Sof Cama Con Capacidad Para Dos Personas Y Una Zona De Comedor La Cocina Est Bien Equipada Un Dormitorio Con Dos Camas Individuales Con Armario Y Un Cuarto De Bao Con Ducha Y Bid Todo Con Una Cuidada Y Bonita Decoracin Cuenta Adems Con Plancha Para La Ropa Aire Acondicionado Wi-Fi Y El Edificio Posee Ascensor El Mobiliario Del Apartamento Es Muy Completo Lo Hacen Un Piso Bastante Cmodo Y Acogedor No Esta Permitido Fumar En,99018982,Justicia,Centro,Entire Home Apt,4,1,1,3,"TV,Wifi,Air conditioning,Kitchen,Pets allowed,Elevator,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Crib,Hot water,Luggage dropoff allowed,Long term stays allowed,Host greets you,Paid parking on premises",570.0,142.5,1,1125,True,9,21,70.0,25,35,50,40,325,40,4,2017-11-12,2019-01-28,100.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,25.0,Spain,Madrid,2019-03-08,True,52.0,Madrid_Centro_Justicia
4456,19133192,Casa En Primera Lnea Del Mar,La Casa S Orada Est Situada En La Costa Sur De Mallorca A 20 Mts Del Mar En El Pintoresco Pueblo De Pescadores De Sa Rpita Perteneciente Al Municipio De Campos La Vivienda Data De 1890 Y Se Encuentra Reformada Pero Mantiene Su Encanto Originario La Playa De Arena Blanca De La Zona Playa De Es Trenc Que Est Ubicada A Slo 1 Km De La Casa Y Le Invita A Nadar Y A Relajarse,133724078,Campos,,Entire Home Apt,4,1,2,2,"TV,Wifi,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Private entrance,High chair,Crib,Hot water,Bed linens,Waterfront,Beachfront",2200.0,550.0,4,1125,True,28,2,6.666666666666667,58,2,88,2,179,186,0,,,,,,,,,,,,Spain,Mallorca,2018-04-18,True,40.0,Mallorca_Campos
4457,19134244,Magnifique Duplex A Aiguablava Avec Vue Sur La Mer,L'Appartement A Ete Renove Entierement En 2016 Et Nous Avons Apport Un Soin Particulier A La Dcoration Et A L'Ameublement Afin De Faire De Ce Lieux Notre Petit Paradis Et Nous Esprons Le Votre L'Appartement Se Trouve Dans La Rsidence Les Oliveres A Aiguablava C'Est Un Endroit Magnifique Trs Accueillant Et Surtout Tres Calme Meme En Pleine Saison Les Invits Auront Accs A Toute La Rsidence Aux Trois Piscines Ainsi Qu'Au Jardin D'Enfants Il Sera Demand Larrive Dans Les Lieux Le Rglement De La Taxe Touristique Qui Slve A 0 90 Cts Par Personne Et Par Jour Sur Une Priode De 7 Jours Upon Arrival At The Place Will Be Asked The Payment Of Tourist Tax Which Amounts To 0 90 Cts Per Person Per Day Over A Period Of 7 Days,129363177,Begur,,Entire Home Apt,5,2,2,4,"TV,Pool,Kitchen,Free parking on premises,Free street parking,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Private entrance,Hot water,Coffee maker,Dishes and silverware,Luggage dropoff allowed,Host greets you",1400.0,280.0,3,31,True,29,1,3.3333333333333335,59,1,89,1,319,46,4,2017-06-27,2019-06-29,93.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,Spain,Girona,2020-02-29,False,35.0,Girona_Begur
4458,19135262,Nacho 2 Habitacion Grande,Casa Muy Buena Y Moderna Recientemente Reformada Situada En Una De Las Mejores Zonas Y Cntricas De Madrid Con Zonas Verdes A Los Alrededores Y Fcil Comunicacin Con El Metro Y Autobuses De La Ciudad Bien Amueblada E Iluminada Y Con Todas Las Comodidades Disponibles Cualquier Persona Bienvenida Nos Encanta Conocer Gente Y Ayudar En Lo Que Nos Sea Posible,133742725,Vallehermoso,Chamber,Private Room,2,1,1,1,"Cable TV, TV, Washer, First aid kit, Wifi, Host greets you, Iron, Hangers, Heating, Ethernet connection, Laptop-friendly workspace, Private living room, Paid parking on premises, Extra pillows and blankets, Fire extinguisher, Essentials, Paid parking off premises, Bed linens, Dryer, Hair dryer, Kitchen, Hot water, Pocket wifi, Elevator, Shampoo]",600.0,300.0,1,1125,True,28,2,6.666666666666667,58,2,88,2,88,277,2,2017-07-01,2017-07-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,Spain,Madrid,2020-10-17,False,47.0,Madrid_Chamber_Vallehermoso
4459,19138115,Habitacin Cmoda Exterior En Nou Barris,Una Habitacin Doble Con Una Cama Matrimonial Exterior Ropa De Cama Toallas Gel De Ducha Champ Sin Derecho De Cocina Bao Compartido Check-In A Partir De Las 23 00 Con El Pago En Efectivo De 30 Euros,15852448,Verdun,Nou Barris,Private Room,2,1,1,1,"Wireless Internet,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",300.0,150.0,3,1125,True,0,30,100.0,0,60,0,90,0,365,2,2017-06-18,2017-07-03,90.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,54.0,Spain,Barcelona,2017-10-07,True,26.0,Barcelona_Nou Barris_Verdun
4460,19150818,Habitacin Doble En El Centro,Dormitorio Muy Amplio Muy Bien Iluminado Amplios Armarios Bao Compartido Con Otro Dormitorio Es Una Vivienda De 300 M2 Dividida En Dos Alas La Zona Para Huspedes 2 Dormitorios Bao Y Gimnasio Estn Totalmente Independientes Y Con Absoluta Intimidad Los Dormitorios Son Muy Amplios Y Muy Luminosos Con Armarios Empotrados Adems De Muy Silenciosos No Hay Vecinos En La Misma Planta La Cocina Es Tambin Muy Amplia Y Dispone De Todos Los Elementos Para Su Disfrute Adems De Espacios Privados Para Los Huspedes Vivo En Casa Como Soy Una Persona Afable Y Dinmica Me Encantar Poder Compartir Con Ellos Y Si Lo Desean Darles Toda La Informacin Sobre Los Mejores Lugares Para Visitar Locales Restaurantes Playas Medios De Transporte Museos Etc Lugares Que No Aparecen En Las Guas De Viaje Y Que Slo Un Malagueo Conoce El Barrio Es Muy Tranquilo Con Absolutamente Todos Los Servicios Y Comercios Disponibles A Menos De 100M Algunos Incluso En Das Festivos La Parada Del,2126353,Centro,,Private Room,2,1,1,2,"Wifi,Air conditioning,Kitchen,Paid parking off premises,Smoking allowed,Gym,Elevator,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Hot water,Bed linens,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Waterfront",400.0,200.0,2,1125,True,29,1,3.3333333333333335,59,1,89,1,361,4,2,2017-08-20,2019-08-22,100.0,8.0,10.0,10.0,10.0,9.0,9.0,9.4,7.0,Spain,Malaga,2020-01-31,False,88.0,Malaga_Centro
4461,19153481,Villa Es Refugi Private Pool Fabulous Sea Views,Located On The South Coast Of Menorca South Facing Situated On A Pine Clad Slope Perfect For A Beach Holiday 10 To 15 Min Walk To The 3 Km Long White Sandy Beach 10 Min Walk To The Centre Of Son Bou With Its Restaurants And Amenities Walk Or Cycle Around The Stunning Coast Line To Santo Tomas 20 Min Walk Or 2 Mins By Car To Es Forn One Of The Best Restaurants In Menorca Set In A Stunning Rural Location Car Is Recommended To Take Advantage Of The Rest Of The Island 2018 Is The Second Season Andy And I Have Rented Out Our Holiday Home It Was My Grandmother'S Home When It Was Built In 1971 Holds Lots And Lots Of Very Happy Memories And Every Year We Discover Something New It Has Been Well Maintained Over The Years By My Father And Is Well Cared For We Are Gradually Upgrading The Villa So Please Bear With Us Last Year We Installed Air Conditioning In The Bedrooms Wifi Had The Whole Property Rewired And Repainted And Stylishly Refurnished The Lounge And Conservat,60877189,Alaior,,Entire Home Apt,6,3,3,6,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Family/kid friendly,Washer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Private entrance,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard",1820.0,303.3333333333333,5,30,True,19,11,36.666666666666664,49,11,79,11,315,50,9,2017-07-15,2018-07-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,66.0,Spain,Menorca,2018-08-29,False,71.0,Menorca_Alaior
4462,19154124,2528 - Ab Grcia Park Gell 3-1 - Amazing 2-Bedroom Apartment Near Park Gell With Lots Of Natural Light,This Contemporary Apartment Lies On The Edge Of Grcia A Hip District Of Barcelona Offering Many Bars Cafs And Restaurants Nearby To Keep You Entertained Close To Gauds Park Gell You Can Also Benefit From One Of The Architects Most Famous Creations With A Classic Neutral Colour Palette And Modern Design And Furnishings This Apartment Offers Ultimate Comfort Sleeping Up To Six People The Spacious Apartment Has Two Bathrooms And A Large Dining And Living Area Where You Can Enjoy Home-Cooked Meals Around The Dining Table Or Relax On The Sofa With The Internet And Tv The Kitchen Comes Complete With All The Main Amenities You Need Including A Dishwasher Microwave Oven Toaster Coffee Maker And Even A Juicer The Spacious Bedrooms Benefit From Plenty Of Natural Light From Floor To Ceiling Windows Whilst One Of The Bathrooms Offers A Large Walk-In Shower And The Other A Shower And Bath Ideal After A Long Day In The City With Lesseps Metro Station Just A Stones Throw Away An,4459553,El Putxet I El Farr,Sarri-Sant Gervasi,Entire Home Apt,6,2,2,4,"TV,Internet,Wifi,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Washer,Dryer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Luggage dropoff allowed",800.0,133.33333333333334,3,31,True,10,20,66.66666666666666,30,30,46,44,321,44,11,2017-08-21,2018-08-06,95.0,10.0,9.0,9.0,9.0,9.0,9.0,9.2,74.0,Spain,Barcelona,2018-11-07,True,38.0,Barcelona_Sarri-Sant Gervasi_El Putxet I El Farr
4463,19154451,Piso A 30 Metros Del Mar - Capacidad 7 Personas,Piso Muy Iluminado A 30 Metros Del Mar Con Piscina Parking Y Dos Pistas De Tenis Parque Con Pista De Ping Pong Jardn Piscina Y Dos Pistas De Tenis Est Delante Del Paseo Martimo Y Al Lado De Las Calas Torre Valentina Es Un Sitio Idlico En Dnde Tambin Hay Muchos Restaurantes Y Ocio Normalmente El Anfitrin Est Ausente Aunque Pueda Coincidir Que Necesite De Una Habitacin,56124554,Calonge,,Entire Home Apt,5,1,2,7,"TV,Wifi,Pool,Kitchen,Free parking on premises,Smoking allowed,Family/kid friendly,Washer,Essentials,translation missing: en.hosting_amenity_50",700.0,140.0,3,1125,True,27,3,10.0,57,3,87,3,214,151,3,2018-05-11,2018-05-13,,,,,,,,,45.0,Spain,Girona,2018-11-26,False,37.0,Girona_Calonge
4464,19155983,Apart Cristina Centro-Playa,Apartment In The Center Close To All Services Such As Supermarkets And Entertainment Areas Discos Bars Restaurants It Is Also Just 100 Meters From The Main Beach In Lloret De Mar Ideal Apartment To Enjoy The Town During The Day And Also At Night Fully Equipped Apartment With Free Replacement Internet Equipped Kitchen Ideal For Young Groups Looking For Fun And With The Beach Very Close Independent Apartment With Free Access We Will Be Available For Whatever Guests Need We Are Founders And Associates Of The Costa Brava Association Of Luxury Villas Avl We Guarantee Minimum Quality In All Our Properties Right In Front They Have One Of The Most Popular Clubs In Town Near Bars Karaokes The Apartment Is Located Very Close To The Main Avenue Of The Town They Also Have The Lloret Mar Beach Just 100 Meters Away We Can Offer You Catamaran Trips Excursions Tickets To Water Parks And Other Beach Activities Discounts And Tickets To The Best Clubs Taxi Etc It I,35208996,Lloret De Mar,,Entire Home Apt,8,1,2,3,"TV,Internet,Wifi,Kitchen,Smoking allowed,Pets allowed,Free street parking,Heating,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop-friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Hot water,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Long term stays allowed,Host greets you,Paid parking on premises",850.0,106.25,2,800,True,1,29,96.66666666666667,1,59,1,89,1,364,8,2017-09-18,2019-09-01,78.0,8.0,9.0,9.0,9.0,9.0,8.0,8.8,24.0,Spain,Girona,2020-05-28,False,51.0,Girona_Lloret De Mar
4465,19158294,New Apartment Wifi Parking Pool Vt-43757-V,New Apartment In Residential Common Area With Pool Children'S Play Ground Very Bright And Well Connected 700 M From The Subway Bus And Taxis Free Parking Br Located In New Area Of Expansion Of The City 7 Minutes Walking Distance Of The Convention Center And Of The Av Cortes Valencianas Where There Are Many Restaurants And Bars Close To The Casino And 1 5 Km From Bioparc Br The Apartment Is Fully Equipped It Has Tv Refrigerator Washing Machine-Dryer Dishwasher Parking Space Br Br B The Space B Br Here You Will Find A Cozy Bright And Freshly Decorated Space For You Or Even Your Kids Br Br B Guest Access B Br Pool Children'S Play Area Free Parking In Same Building Br Br B License Number B Br Vt-43757-V,133958526,Sant Pau,Campanar,Entire Home Apt,4,1,1,1,"Shampoo, Dishwasher, Oven, Host greets you, Wifi, Coffee maker, Bed linens, Patio or balcony, Microwave, Washer, Garden or backyard, Heating, TV, Kitchen, Hair dryer, Cooking basics, Dishes and silverware, Free parking on premises, Air conditioning, Iron, Essentials, Pool, Pocket wifi, Refrigerator, Hot water, Elevator, Bathtub, Stove, Hangers, Dryer]",810.0,202.5,7,90,True,0,30,100.0,0,60,0,90,0,365,11,2017-07-04,2019-08-17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,28.0,Spain,Valencia,2020-09-28,True,72.0,Valencia_Campanar_Sant Pau
4466,19161213,Bcnaparts Beach Apartment Wifi Near Metro Poblenou,Piso De Una Habitacion Con Cama Doble Y Dos Sofa Cama Individuales En Sala Terraza Con Mesa Y Sillas Y Dos Baos Completos Els Checkin Es De 15H A 20H La Recogida De Llaves Sera Siempre En Nuestra Tienda De Bicicletas Y Skates Situada En El Barrio De Gracia Cerca De La Parada De Metro De Diagonal Direccion City00 Skate Bike Shop Sant Pere Martir 15 Barcelona Si Llegaden Por La Maana Y El Apartamento No Estuviese Aun Listo Podrian Dejat Sus Maletas En La Tienda,12469439,El Poblenou,Sant Mart,Entire Home Apt,4,2,1,1,"TV,Wifi,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Long term stays allowed,Host greets you",1280.0,320.0,4,1125,True,5,25,83.33333333333334,10,50,15,75,133,232,37,2017-06-20,2019-05-26,92.0,9.0,9.0,8.0,9.0,9.0,9.0,8.8,155.0,Spain,Barcelona,2019-06-07,True,42.0,Barcelona_Sant Mart_El Poblenou
4467,19167031,Bcn Aparts Gracia Apartment 8,Apartamento De Una Habitacin Doble En El Corazn De Gracia Un Distrito En El Centro De Barcelona Lleno De Vida Tanto Nocturna Como Dirna Calles Llenas De Tiendas Interesantes Diseo Joyas Artesania Luthiers Sus Plazas Tambien Son Emblemticas Cada Una Con Su Personalidad Propia Rodeadas De Terrazas Para Tomar Algo O Degustar Unas Tapas Tenemos 4 Apartamentos En El Edificio Por Lo Que Si Sois Un Grupo Grande Probablemente Os Podremos Alojar A Todos Juntos El Edificio Dispone De Control De Accesos Y Los Apartamentos Tienen Alarma De Seguridad Cuando Lleguis Se Os Dar Junto Con Las Llaves Un Cdigo Para Desactivarla Cuando Entris En El Apartamento Y Activarla Cuando Salgis I Tener As Vuestras Pertenencias A Buen Recaudo No Se Puede Entrar El Apartamento Con La Alarma Activada Hace Un Ruido Enorme Y Los Sensores De Movimiento Captan Una Imagen Que Mandan Directamente A La Polica Queremos Que Os Sintis Seguros En Nuestra Casa Por Eso Tenis Un Sistema De Alarma,12469439,La Vila De Grcia,Grcia,Entire Home Apt,4,1,1,2,"TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Hangers,Hair dryer,Iron",950.0,237.5,2,183,,3,27,90.0,8,52,16,74,105,260,0,,,,,,,,,,,,Spain,Barcelona,2017-07-06,True,30.0,Barcelona_Grcia_La Vila De Grcia
4468,19168750,42Abm29 Bovila Del Mar 29,Apartamento Situado En El Complejo Bovila Del Mar Planta Baja Compuesto Por 2 Dormitorios Bao Completo Cocina Equipada Saln Comedor Con Salida Al Porche Y Jardn Pistas De Tenis Piscina Jardines Y Plaza De Parking Comunitaria Alquilar Wifi Sobre Demanda El Apartamento Cumple Con La Normativa De La Generalitat De Catalunya Para Su Uso Turstico En Tramite,122326504,Castell-Platja D'Aro,,Entire Home Apt,6,1,2,3,"TV,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Host greets you",760.0,126.66666666666667,7,1125,True,1,29,96.66666666666667,1,59,1,89,1,364,0,,,,,,,,,,,,Spain,Girona,2020-05-28,False,24.0,Girona_Castell-Platja D'Aro
4469,19168784,30Aa3C Arroyo 3C,Apartamento Situado En El El Edificio Arroyo En Playa De Aro Compuesto Por 3 Dormitoros 2 Baos Cocina Equipada Saln- Comedor Con Salida A La Terraza Vista Al Pueblo 3 Planta Con Ascensor El Apartamento Cumple Con La Normativa De La Generalitat De Catalunya Para Su Uso Turstico En Tramite,122326504,Castell-Platja D'Aro,,Entire Home Apt,8,2,3,6,"TV,Kitchen,Smoking allowed,Pets allowed,Elevator,Family/kid friendly,Washer,Host greets you",840.0,105.0,7,1125,True,30,0,0.0,60,0,90,0,365,0,0,,,,,,,,,,,,Spain,Girona,2019-10-30,False,6.0,Girona_Castell-Platja D'Aro
4470,19168791,28Aed4 Edelweiss N4,Apartamento Situado En El Edifico Edelweiss En Playa De Aro 1 Planta Compuesto Por 2 Dormitorios Bao Cocina Saln- Comedor Con Salida A La Terraza Y Vista Al Pueblo El Apartamento Cumple Con La Normativa De La Generalitat De Catalunya Para Su Uso Turstico Hutg Phone Number Hidden By Airbnb,122326504,Castell-Platja D'Aro,,Entire Home Apt,6,1,2,4,"TV,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Host greets you",770.0,128.33333333333334,7,1125,True,30,0,0.0,60,0,90,0,365,0,0,,,,,,,,,,,,Spain,Girona,2018-10-20,False,9.0,Girona_Castell-Platja D'Aro
4471,19168837,38Ap2232 Petunias Bl 2 Esc 2 3 2,Situado En La Urbanizacin Politur A Unos 700M De La Playa Compuesto Por 2 Habitaciones 2 Baos Cocina Saln- Comedor Con Salida A La Terraza Y Vistas Panormicas Al Mar Pueblo Piscina Y Jardines 2A Planta Sin Ascensor Piscina El Apartamento Cumple Con La Normativa De La Generalitat De Catalunya Para Su Uso Turstico Hutg Phone Number Hidden By Airbnb,122326504,Castell-Platja D'Aro,,Entire Home Apt,4,2,2,2,"TV,Pool,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Host greets you",760.0,190.0,7,1125,True,30,0,0.0,60,0,90,0,365,0,0,,,,,,,,,,,,Spain,Girona,2019-12-31,False,14.0,Girona_Castell-Platja D'Aro
4473,19168863,32Am30 Mallorca 30,Apartamento Situado A 200M De La Playa Y A Unos 400M Del Centro De Playa De Aro Compuesto Por 3 Habitaciones Dobles 1 Habitacin Individual 2 Baos Completos Cocina Saln-Comedor Con Salida A La Terraza Vista Al Pueblo 1 Planta Sin Ascensor El Apartamento Cumple Con La Normativa De La Generalitat De Catalunya Para Su Uso Turstico Hutg Phone Number Hidden By Airbnb,122326504,Castell-Platja D'Aro,,Entire Home Apt,6,2,3,5,"TV,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Host greets you",630.0,105.0,7,1125,True,30,0,0.0,60,0,90,0,365,0,1,2017-08-15,2017-08-15,60.0,10.0,10.0,10.0,10.0,2.0,10.0,8.4,7.0,Spain,Girona,2018-09-28,False,4.0,Girona_Castell-Platja D'Aro
4474,19168868,33Apf1 Politur F-1,Apartamento Situado A Unos 400M De La Playa En La Urbanizacin Politur Planta Baja Compuesto Por 2 Dormitorios Bao Completo Cocina Saln- Comedor Con Salida Al Porche Y Pequeo Jardn Privado Piscina Comunitaria Wifi El Apartamento Cumple Con La Normativa De La Generalitat De Catalunya Para Su Uso Turstico Hutg Phone Number Hidden By Airbnb,122326504,Castell-Platja D'Aro,,Entire Home Apt,6,1,2,4,"TV,Internet,Wifi,Pool,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Host greets you",620.0,103.33333333333333,7,1125,True,30,0,0.0,60,0,90,0,365,0,1,2018-08-18,2018-08-18,80.0,8.0,8.0,8.0,10.0,8.0,6.0,8.4,4.0,Spain,Girona,2020-06-29,False,24.0,Girona_Castell-Platja D'Aro
4475,19168962,07Acf6 Catalunya F-6,Apartment Situated In The Building Catalunya 6Th Floor With An Elevator Composed By 1 Bedroom Kitchen Bathroom Living-Dining Room With An Access To The Terrace Facing The Sea Parking For The Community Renovated 1 Sofa-Bed 1 Double Bed Shower Microwave Butangas Washing Machine Tv,122326504,Castell-Platja D'Aro,,Entire Home Apt,4,1,1,1,"TV,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator,Family/kid friendly,Washer,Host greets you,Beachfront",610.0,152.5,7,1125,True,14,16,53.333333333333336,36,24,48,42,310,55,1,2018-09-08,2018-09-08,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,Spain,Girona,2019-05-29,False,26.0,Girona_Castell-Platja D'Aro
4476,19168981,15Ass5D San Sebastian 5D,Apartamento Situado En El Edificio San Sebastin Situado En La Playa Y A Unos 400M Del Centro De Playa De Aro Compuesto Por 2 Habitaciones 1 Bao 1 Aseo Cocina Abierta Saln- Comedor Con Salida A La Terraza Vista Mar Frontal Aire Acondicionado Opcional,122326504,Castell-Platja D'Aro,,Entire Home Apt,6,2,2,3,"TV,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Washer,Host greets you,Beachfront",600.0,100.0,7,1125,True,30,0,0.0,60,0,90,0,365,0,0,,,,,,,,,,,,Spain,Girona,2019-09-30,False,19.0,Girona_Castell-Platja D'Aro
4477,19169266,Can Clot Playas De Muro,Can Clot Is The Perfect House For Your Villa Holiday In Mallorca It Is A Peaceful Location Just A Few Metres Form The Beach The Beach Is One Of The Most Beautiful On The Isalnd With Cristal Clear Waters And A Long Stretch Of Fine White Sand Villa Can Clot Is The Ideal Location Just A Few Metres To The Beach And A 5 Minute Drive To The Historic Centre Of Alcudia Villa Can Clot Is For 8 Guests 4 Bedrooms 2 Bathrooms With A Large Outside Terrace Perfect For Dining Out Side,125649836,Muro,,Entire Home Apt,8,3,4,6,"TV,Wifi,Kitchen,Free street parking,Family/kid friendly,Washer,Smoke detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Self check-in,Lockbox,High chair,Pack �n Play/travel crib,Hot water",5000.0,625.0,7,1125,True,0,30,100.0,0,60,0,90,0,365,0,,,,,,,,,,,,Spain,Mallorca,2020-04-23,True,30.0,Mallorca_Muro
4478,19171919,Apartments 5 Minutes To The Beach 5-2,The Apartments Are Located In A Quiet Green Area Of Lloret De Mar Two Bedrooms One Bathroom Balcony Kitchen Electric Stove Oven Washing Machine Refrigerator Freezer Kitchen Utensils And Cutlery Television To The Sea 100 M Near The Complex There Are Supermarkets A Bus Station From Where You Can Go The Train Station Of Blanes Or Another City On The Road Leading To The Beach You Will Meet Restaurants With Different Kitchens Countries Bars Beach Accessories,33213644,Lloret De Mar,,Entire Home Apt,5,1,2,2,"TV,Kitchen,Family/kid friendly,Washer,Essentials,Hangers",1030.0,206.0,7,1125,True,0,30,100.0,0,60,0,90,119,246,0,,,,,,,,,,,,Spain,Girona,2019-03-30,False,7.0,Girona_Lloret De Mar
4479,19172034,2533 - Luxury Grcia Apartment With Balcony 2-3,This Contemporary Apartment Is Based On The Edge Of The Trendy Grcia Area In A Tranquil Zone Not Far From El Parc Del Tur Del Putxet And Gauds Famous Park Gell Discover The Hip Bars Cafs And Restaurants Grcia Has To Offer Or Stroll To Barcelonas Main Shopping Street Passeig De Grcia Just Over 15 Minutes Walk Away A Stones Throw From Lesseps Metro Station This Apartment For Up To Two People Is Perfectly Located To Discover Some Of Barcelonas Best Sights Boasting A Slick Modern Finish Its Open Plan Living And Dining Area Receives Plenty Of Light From The Adjoining Terrace Complete With Patio Furniture Perfect For An Evening Drink Internet And Tv Will Keep You Entertained If You Prefer To Spend An Evening On The Sofa The Contemporary Kitchen Comes With All The Necessary Amenities And More Such As A Dishwasher Toaster Oven Microwave Blender And Coffee Maker The Bedroom Features Smart Dcor A Large Double Bed And Floor To Ceiling Doors That Open Out Onto The Te,4459553,El Putxet I El Farr,Sarri-Sant Gervasi,Entire Home Apt,2,1,1,1,"TV,Internet,Wifi,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Washer,Dryer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Patio or balcony,Luggage dropoff allowed",5000.0,2500.0,2,300,True,10,20,66.66666666666666,40,20,70,20,341,24,0,,,,,,,,,,,,Spain,Barcelona,2018-04-12,True,48.0,Barcelona_Sarri-Sant Gervasi_El Putxet I El Farr
