id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
20,49,admin.,divorced,secondary,False,168.0,True,True,undefined_contact_type,8,may,513,1,-1,0,new_marketing_client,True
21,28,admin.,divorced,secondary,False,785.0,True,False,undefined_contact_type,8,may,442,2,-1,0,new_marketing_client,True
22,43,management,single,tertiary,False,2067.0,True,False,undefined_contact_type,8,may,756,1,-1,0,new_marketing_client,True
23,43,management,divorced,tertiary,False,388.0,True,False,undefined_contact_type,8,may,2087,2,-1,0,new_marketing_client,True
24,43,blue-collar,married,primary,False,-192.0,True,False,undefined_contact_type,8,may,1120,2,-1,0,new_marketing_client,True
25,37,unemployed,single,secondary,False,381.0,True,False,undefined_contact_type,8,may,985,2,-1,0,new_marketing_client,True
26,35,blue-collar,single,secondary,False,40.0,True,False,undefined_contact_type,9,may,617,4,-1,0,new_marketing_client,True
27,31,technician,single,tertiary,False,22.0,True,False,undefined_contact_type,9,may,483,3,-1,0,new_marketing_client,True
28,43,blue-collar,single,secondary,False,3.0,True,False,undefined_contact_type,9,may,929,3,-1,0,new_marketing_client,True
29,31,admin.,married,secondary,False,307.0,True,False,undefined_contact_type,9,may,538,1,-1,0,new_marketing_client,True
30,28,blue-collar,single,secondary,False,759.0,True,False,undefined_contact_type,9,may,710,1,-1,0,new_marketing_client,True
31,32,blue-collar,married,secondary,True,-1.0,True,False,undefined_contact_type,9,may,653,1,-1,0,new_marketing_client,True
32,60,technician,married,primary,False,65.0,True,False,undefined_contact_type,9,may,1028,2,-1,0,new_marketing_client,True
33,26,blue-collar,single,secondary,False,82.0,True,False,undefined_contact_type,9,may,654,1,-1,0,new_marketing_client,True
34,40,blue-collar,married,secondary,False,10.0,True,False,undefined_contact_type,9,may,1692,2,-1,0,new_marketing_client,True
35,33,blue-collar,divorced,primary,False,390.0,True,False,undefined_contact_type,9,may,665,2,-1,0,new_marketing_client,True
36,32,management,single,tertiary,False,311.0,False,False,undefined_contact_type,12,may,757,2,-1,0,new_marketing_client,True
37,35,blue-collar,married,primary,False,414.0,False,False,undefined_contact_type,13,may,504,4,-1,0,new_marketing_client,True
38,33,management,divorced,secondary,False,5.0,True,False,undefined_contact_type,13,may,1346,1,-1,0,new_marketing_client,True
39,38,management,married,tertiary,False,119.0,True,False,undefined_contact_type,13,may,568,4,-1,0,new_marketing_client,True
40,23,entrepreneur,single,primary,False,4.0,True,False,undefined_contact_type,13,may,395,2,-1,0,new_marketing_client,True
41,60,blue-collar,married,primary,False,1262.0,True,True,undefined_contact_type,13,may,1015,1,-1,0,new_marketing_client,True
42,48,management,married,tertiary,False,1949.0,True,False,undefined_contact_type,13,may,683,2,-1,0,new_marketing_client,True
43,45,entrepreneur,divorced,tertiary,False,-395.0,True,False,undefined_contact_type,13,may,470,1,-1,0,new_marketing_client,True
44,36,blue-collar,married,secondary,False,1165.0,True,False,undefined_contact_type,13,may,1001,4,-1,0,new_marketing_client,True
45,52,management,married,not_provided,False,2240.0,True,False,undefined_contact_type,13,may,845,1,-1,0,new_marketing_client,True
46,35,blue-collar,divorced,primary,False,300.0,True,False,undefined_contact_type,13,may,945,2,-1,0,new_marketing_client,True
47,43,technician,married,secondary,False,3285.0,True,False,undefined_contact_type,13,may,1721,2,-1,0,new_marketing_client,True
48,52,housemaid,married,secondary,False,3923.0,True,False,undefined_contact_type,14,may,942,3,-1,0,new_marketing_client,True
49,53,technician,divorced,primary,False,1443.0,True,False,undefined_contact_type,14,may,476,1,-1,0,new_marketing_client,True
50,48,blue-collar,divorced,primary,False,24.0,True,False,undefined_contact_type,14,may,832,1,-1,0,new_marketing_client,True
51,41,blue-collar,single,primary,False,1618.0,True,False,undefined_contact_type,14,may,1553,1,-1,0,new_marketing_client,True
52,39,management,divorced,tertiary,False,517.0,True,True,undefined_contact_type,14,may,1328,1,-1,0,new_marketing_client,True
53,59,retired,married,secondary,False,1521.0,True,True,undefined_contact_type,14,may,1125,2,-1,0,new_marketing_client,True
54,41,blue-collar,married,secondary,False,2823.0,True,False,undefined_contact_type,14,may,858,1,-1,0,new_marketing_client,True
55,48,blue-collar,married,secondary,False,1405.0,True,False,undefined_contact_type,14,may,629,2,-1,0,new_marketing_client,True
56,40,admin.,married,secondary,False,1535.0,True,False,undefined_contact_type,14,may,704,1,-1,0,new_marketing_client,True
57,48,blue-collar,married,secondary,False,1596.0,True,False,undefined_contact_type,14,may,760,1,-1,0,new_marketing_client,True
58,60,retired,married,primary,False,1542.0,True,False,undefined_contact_type,14,may,930,1,-1,0,new_marketing_client,True
59,40,technician,single,not_provided,False,3652.0,True,False,undefined_contact_type,14,may,1028,2,-1,0,new_marketing_client,True
60,57,technician,married,tertiary,False,-1.0,False,False,undefined_contact_type,14,may,850,2,-1,0,new_marketing_client,True
61,51,blue-collar,married,secondary,False,7180.0,True,False,undefined_contact_type,14,may,927,1,-1,0,new_marketing_client,True
62,41,blue-collar,divorced,secondary,False,5291.0,True,False,undefined_contact_type,14,may,1423,3,-1,0,new_marketing_client,True
63,41,blue-collar,married,secondary,False,1384.0,True,False,undefined_contact_type,15,may,1162,4,-1,0,new_marketing_client,True
64,52,blue-collar,divorced,primary,False,-191.0,True,False,undefined_contact_type,15,may,755,1,-1,0,new_marketing_client,True
65,59,blue-collar,married,primary,False,320.0,True,False,undefined_contact_type,15,may,695,1,-1,0,new_marketing_client,True
66,44,blue-collar,married,not_provided,False,146.0,True,False,undefined_contact_type,15,may,483,1,-1,0,new_marketing_client,True
67,49,not_provided,married,primary,False,341.0,True,True,undefined_contact_type,15,may,520,2,-1,0,new_marketing_client,True
68,40,services,married,primary,False,-9.0,True,False,undefined_contact_type,15,may,920,2,-1,0,new_marketing_client,True
69,41,admin.,married,primary,False,-306.0,True,False,undefined_contact_type,15,may,500,1,-1,0,new_marketing_client,True
70,44,technician,married,tertiary,False,4580.0,True,False,undefined_contact_type,15,may,911,2,-1,0,new_marketing_client,True
71,60,services,single,primary,False,313.0,True,False,undefined_contact_type,15,may,920,2,-1,0,new_marketing_client,True
72,29,management,married,tertiary,False,10576.0,False,False,undefined_contact_type,15,may,1224,2,-1,0,new_marketing_client,True
73,41,retired,divorced,primary,False,-233.0,True,False,undefined_contact_type,15,may,1156,2,-1,0,new_marketing_client,True
74,41,blue-collar,married,primary,False,2453.0,True,False,undefined_contact_type,15,may,1052,1,-1,0,new_marketing_client,True
75,42,technician,single,secondary,False,1364.0,True,False,undefined_contact_type,15,may,1867,6,-1,0,new_marketing_client,True
76,36,services,single,not_provided,False,281.0,True,False,undefined_contact_type,16,may,515,1,-1,0,new_marketing_client,True
77,39,technician,married,tertiary,False,94.0,True,True,undefined_contact_type,16,may,813,1,-1,0,new_marketing_client,True
78,31,self-employed,single,tertiary,False,144.0,True,False,undefined_contact_type,16,may,676,1,-1,0,new_marketing_client,True
79,26,blue-collar,married,secondary,False,246.0,True,False,undefined_contact_type,16,may,1143,3,-1,0,new_marketing_client,True
80,31,blue-collar,married,secondary,False,92.0,True,False,undefined_contact_type,16,may,688,1,-1,0,new_marketing_client,True
81,29,admin.,single,secondary,False,163.0,True,True,undefined_contact_type,16,may,803,1,-1,0,new_marketing_client,True
82,37,services,divorced,secondary,False,49.0,True,False,undefined_contact_type,16,may,619,2,-1,0,new_marketing_client,True
83,33,blue-collar,single,secondary,False,-416.0,True,False,undefined_contact_type,16,may,767,2,-1,0,new_marketing_client,True
84,24,technician,single,secondary,False,409.0,True,False,undefined_contact_type,16,may,912,1,-1,0,new_marketing_client,True
85,50,admin.,divorced,secondary,False,363.0,True,False,undefined_contact_type,16,may,1340,1,-1,0,new_marketing_client,True
86,27,technician,single,tertiary,False,3706.0,True,False,undefined_contact_type,16,may,897,1,-1,0,new_marketing_client,True
87,54,management,single,tertiary,False,4393.0,True,False,undefined_contact_type,16,may,1297,3,-1,0,new_marketing_client,True
88,30,technician,single,secondary,False,863.0,True,False,undefined_contact_type,16,may,1193,5,-1,0,new_marketing_client,True
89,34,blue-collar,married,primary,False,695.0,True,True,undefined_contact_type,16,may,1064,4,-1,0,new_marketing_client,True
90,37,management,single,secondary,False,792.0,True,False,undefined_contact_type,16,may,1187,4,-1,0,new_marketing_client,True
91,41,admin.,single,secondary,False,1020.0,True,False,undefined_contact_type,19,may,882,1,-1,0,new_marketing_client,True
92,47,blue-collar,married,secondary,False,863.0,True,False,undefined_contact_type,19,may,943,2,-1,0,new_marketing_client,True
93,31,admin.,married,secondary,False,97.0,True,False,undefined_contact_type,19,may,607,1,-1,0,new_marketing_client,True
94,31,blue-collar,married,secondary,False,754.0,True,False,undefined_contact_type,19,may,1022,4,-1,0,new_marketing_client,True
95,43,services,divorced,secondary,False,1040.0,True,False,undefined_contact_type,19,may,552,3,-1,0,new_marketing_client,True
96,37,management,divorced,tertiary,False,122.0,True,False,undefined_contact_type,19,may,1622,2,-1,0,new_marketing_client,True
97,30,technician,single,tertiary,False,880.0,True,True,undefined_contact_type,19,may,967,6,-1,0,new_marketing_client,True
98,41,technician,married,secondary,False,501.0,True,False,undefined_contact_type,19,may,579,5,-1,0,new_marketing_client,True
99,36,blue-collar,married,secondary,False,4438.0,True,False,undefined_contact_type,20,may,446,1,-1,0,new_marketing_client,True
100,35,blue-collar,divorced,secondary,False,0.0,True,False,undefined_contact_type,20,may,1205,1,-1,0,new_marketing_client,True
101,29,services,single,secondary,False,271.0,True,False,undefined_contact_type,20,may,1882,2,-1,0,new_marketing_client,True
102,35,blue-collar,married,primary,False,102.0,True,False,undefined_contact_type,20,may,1334,1,-1,0,new_marketing_client,True
103,31,blue-collar,married,secondary,False,2.0,True,False,undefined_contact_type,20,may,182,2,-1,0,new_marketing_client,True
104,35,services,married,secondary,False,4170.0,True,False,undefined_contact_type,20,may,1777,1,-1,0,new_marketing_client,True
105,34,technician,single,secondary,False,85.0,True,False,undefined_contact_type,20,may,1182,4,-1,0,new_marketing_client,True
106,31,admin.,single,secondary,False,431.0,True,True,undefined_contact_type,20,may,1045,1,-1,0,new_marketing_client,True
107,44,technician,divorced,secondary,False,982.0,True,False,undefined_contact_type,20,may,650,3,-1,0,new_marketing_client,True
108,36,blue-collar,married,primary,False,408.0,True,True,undefined_contact_type,20,may,1063,2,-1,0,new_marketing_client,True
109,35,blue-collar,married,not_provided,False,4822.0,True,False,undefined_contact_type,20,may,843,2,-1,0,new_marketing_client,True
110,41,blue-collar,married,primary,False,1250.0,True,False,undefined_contact_type,20,may,1392,2,-1,0,new_marketing_client,True
111,31,blue-collar,single,primary,False,216.0,True,False,undefined_contact_type,21,may,565,1,-1,0,new_marketing_client,True
112,34,blue-collar,married,secondary,False,1207.0,True,False,undefined_contact_type,21,may,905,1,-1,0,new_marketing_client,True
113,32,technician,married,secondary,False,791.0,True,False,undefined_contact_type,21,may,783,2,-1,0,new_marketing_client,True
114,36,management,married,tertiary,False,849.0,True,True,undefined_contact_type,21,may,958,2,-1,0,new_marketing_client,True
115,30,blue-collar,single,secondary,True,239.0,True,False,undefined_contact_type,21,may,412,1,-1,0,new_marketing_client,True
116,37,technician,single,secondary,False,1211.0,True,False,undefined_contact_type,21,may,795,1,-1,0,new_marketing_client,True
117,36,blue-collar,married,primary,False,599.0,True,False,undefined_contact_type,21,may,649,2,-1,0,new_marketing_client,True
118,31,management,single,tertiary,False,825.0,True,False,undefined_contact_type,21,may,506,2,-1,0,new_marketing_client,True
119,27,technician,married,secondary,False,2183.0,True,True,undefined_contact_type,21,may,857,1,-1,0,new_marketing_client,True
120,34,retired,married,primary,False,4499.0,False,False,undefined_contact_type,21,may,1681,1,-1,0,new_marketing_client,True
121,30,technician,single,tertiary,False,1289.0,True,False,undefined_contact_type,21,may,1697,2,-1,0,new_marketing_client,True
122,32,technician,single,tertiary,False,4665.0,True,False,undefined_contact_type,21,may,860,2,-1,0,new_marketing_client,True
123,37,technician,single,secondary,False,3326.0,True,False,undefined_contact_type,21,may,799,1,-1,0,new_marketing_client,True
124,32,blue-collar,married,secondary,False,783.0,True,False,undefined_contact_type,21,may,923,3,-1,0,new_marketing_client,True
125,33,blue-collar,married,secondary,False,0.0,True,False,undefined_contact_type,21,may,521,3,-1,0,new_marketing_client,True
126,35,blue-collar,married,primary,False,994.0,True,False,undefined_contact_type,23,may,1349,8,-1,0,new_marketing_client,True
127,35,self-employed,divorced,tertiary,False,1354.0,True,False,undefined_contact_type,23,may,736,2,-1,0,new_marketing_client,True
128,30,blue-collar,single,secondary,False,239.0,True,False,undefined_contact_type,23,may,785,1,-1,0,new_marketing_client,True
129,45,blue-collar,divorced,primary,False,-311.0,True,False,undefined_contact_type,23,may,1030,1,-1,0,new_marketing_client,True
130,45,admin.,married,secondary,False,149.0,True,False,undefined_contact_type,23,may,893,3,-1,0,new_marketing_client,True
131,33,blue-collar,married,secondary,False,1464.0,True,False,undefined_contact_type,23,may,588,3,-1,0,new_marketing_client,True
132,44,management,divorced,tertiary,False,5773.0,False,False,undefined_contact_type,23,may,597,6,-1,0,new_marketing_client,True
133,40,blue-collar,married,primary,False,278.0,True,False,undefined_contact_type,23,may,1015,3,-1,0,new_marketing_client,True
134,31,blue-collar,married,secondary,False,2910.0,True,False,undefined_contact_type,23,may,1392,2,-1,0,new_marketing_client,True
135,30,technician,married,tertiary,False,541.0,True,False,undefined_contact_type,26,may,414,2,-1,0,new_marketing_client,True
136,44,technician,divorced,secondary,False,1262.0,True,False,undefined_contact_type,26,may,788,11,-1,0,new_marketing_client,True
137,34,services,married,secondary,False,-538.0,True,False,undefined_contact_type,26,may,682,1,-1,0,new_marketing_client,True
138,37,blue-collar,married,secondary,False,125.0,False,False,undefined_contact_type,26,may,679,2,-1,0,new_marketing_client,True
139,28,self-employed,single,tertiary,False,0.0,True,False,undefined_contact_type,26,may,1560,2,-1,0,new_marketing_client,True
140,32,admin.,single,secondary,False,620.0,True,False,undefined_contact_type,26,may,1234,3,-1,0,new_marketing_client,True
141,37,blue-collar,divorced,secondary,False,316.0,True,False,undefined_contact_type,26,may,642,2,-1,0,new_marketing_client,True
142,34,management,married,tertiary,False,2287.0,True,False,undefined_contact_type,26,may,895,4,-1,0,new_marketing_client,True
143,38,admin.,divorced,secondary,False,198.0,True,False,undefined_contact_type,26,may,431,2,-1,0,new_marketing_client,True
144,28,admin.,single,secondary,False,460.0,True,False,undefined_contact_type,26,may,741,6,-1,0,new_marketing_client,True
145,31,management,divorced,tertiary,False,1145.0,True,False,undefined_contact_type,26,may,1272,4,-1,0,new_marketing_client,True
146,59,services,married,secondary,False,-22.0,True,False,undefined_contact_type,26,may,748,3,-1,0,new_marketing_client,True
147,24,blue-collar,married,secondary,False,685.0,True,False,undefined_contact_type,26,may,896,3,-1,0,new_marketing_client,True
148,26,services,single,secondary,False,901.0,True,False,undefined_contact_type,26,may,764,2,-1,0,new_marketing_client,True
149,59,retired,single,secondary,False,351.0,True,False,undefined_contact_type,27,may,1063,5,-1,0,new_marketing_client,True
150,30,entrepreneur,single,primary,False,0.0,True,True,undefined_contact_type,27,may,1051,1,-1,0,new_marketing_client,True
151,37,admin.,married,secondary,False,274.0,True,False,undefined_contact_type,27,may,731,3,-1,0,new_marketing_client,True
152,30,admin.,single,secondary,False,-213.0,True,True,undefined_contact_type,27,may,751,1,-1,0,new_marketing_client,True
153,25,blue-collar,married,secondary,False,97.0,True,False,undefined_contact_type,27,may,709,1,-1,0,new_marketing_client,True
154,44,services,divorced,secondary,False,51.0,True,True,undefined_contact_type,27,may,3094,2,-1,0,new_marketing_client,True
155,29,management,married,tertiary,False,314.0,False,False,undefined_contact_type,28,may,938,2,-1,0,new_marketing_client,True
156,26,management,single,tertiary,False,6840.0,True,False,undefined_contact_type,28,may,1560,2,-1,0,new_marketing_client,True
157,26,technician,single,secondary,False,668.0,True,False,undefined_contact_type,28,may,576,3,-1,0,new_marketing_client,True
158,27,services,single,secondary,False,54.0,True,False,undefined_contact_type,28,may,543,2,-1,0,new_marketing_client,True
159,25,self-employed,single,secondary,False,1242.0,True,False,undefined_contact_type,28,may,615,2,-1,0,new_marketing_client,True
160,28,management,married,secondary,False,292.0,True,False,undefined_contact_type,28,may,507,1,-1,0,new_marketing_client,True
161,23,services,single,secondary,False,665.0,True,False,undefined_contact_type,28,may,1183,1,-1,0,new_marketing_client,True
162,34,management,single,tertiary,False,1058.0,True,False,undefined_contact_type,28,may,864,2,-1,0,new_marketing_client,True
163,28,student,single,secondary,False,949.0,True,False,undefined_contact_type,28,may,1730,1,-1,0,new_marketing_client,True
164,51,entrepreneur,married,not_provided,False,606.0,True,False,undefined_contact_type,28,may,560,9,-1,0,new_marketing_client,True
165,35,blue-collar,married,secondary,False,0.0,True,True,undefined_contact_type,29,may,543,1,-1,0,new_marketing_client,True
166,35,admin.,married,secondary,False,404.0,True,False,undefined_contact_type,29,may,539,1,-1,0,new_marketing_client,True
167,56,blue-collar,married,secondary,False,249.0,True,False,undefined_contact_type,29,may,791,2,-1,0,new_marketing_client,True
168,45,unemployed,divorced,secondary,False,3354.0,True,False,undefined_contact_type,29,may,746,1,-1,0,new_marketing_client,True
169,60,blue-collar,divorced,secondary,False,0.0,True,False,undefined_contact_type,29,may,1207,1,-1,0,new_marketing_client,True
170,56,technician,married,secondary,False,589.0,True,False,undefined_contact_type,29,may,535,2,-1,0,new_marketing_client,True
171,27,management,single,tertiary,False,12956.0,True,False,undefined_contact_type,29,may,789,3,-1,0,new_marketing_client,True
172,30,admin.,married,secondary,False,873.0,True,False,undefined_contact_type,29,may,792,3,-1,0,new_marketing_client,True
173,45,blue-collar,divorced,primary,False,594.0,True,False,undefined_contact_type,29,may,833,2,-1,0,new_marketing_client,True
174,29,blue-collar,single,secondary,False,-20.0,True,False,undefined_contact_type,29,may,814,2,-1,0,new_marketing_client,True
175,38,management,divorced,tertiary,False,4692.0,True,False,undefined_contact_type,29,may,1363,2,-1,0,new_marketing_client,True
176,30,blue-collar,married,secondary,False,486.0,True,False,undefined_contact_type,29,may,1109,3,-1,0,new_marketing_client,True
177,44,blue-collar,single,primary,False,1593.0,True,False,undefined_contact_type,29,may,828,3,-1,0,new_marketing_client,True
178,36,management,single,tertiary,False,7606.0,True,False,undefined_contact_type,30,may,917,1,-1,0,new_marketing_client,True
179,38,technician,married,secondary,False,226.0,True,False,undefined_contact_type,30,may,762,3,-1,0,new_marketing_client,True
180,36,blue-collar,single,secondary,False,366.0,True,True,undefined_contact_type,30,may,1133,2,-1,0,new_marketing_client,True
181,37,management,divorced,secondary,False,16.0,True,False,undefined_contact_type,30,may,638,1,-1,0,new_marketing_client,True
182,35,management,single,tertiary,False,565.0,True,False,undefined_contact_type,30,may,763,1,-1,0,new_marketing_client,True
183,38,admin.,divorced,secondary,False,19.0,True,False,undefined_contact_type,30,may,604,2,-1,0,new_marketing_client,True
184,40,services,married,primary,False,1082.0,True,False,undefined_contact_type,30,may,854,2,-1,0,new_marketing_client,True
185,42,unemployed,divorced,secondary,False,1713.0,True,False,undefined_contact_type,30,may,855,2,-1,0,new_marketing_client,True
186,46,management,divorced,tertiary,False,14481.0,True,False,undefined_contact_type,30,may,1269,1,-1,0,new_marketing_client,True
187,35,technician,divorced,secondary,False,5724.0,True,False,undefined_contact_type,30,may,691,10,-1,0,new_marketing_client,True
188,34,technician,divorced,secondary,False,1451.0,True,False,undefined_contact_type,30,may,1097,15,-1,0,new_marketing_client,True
189,32,services,married,secondary,False,-34.0,True,False,undefined_contact_type,30,may,1236,2,-1,0,new_marketing_client,True
190,50,unemployed,married,secondary,False,3674.0,True,False,undefined_contact_type,30,may,886,3,-1,0,new_marketing_client,True
191,35,blue-collar,married,secondary,False,698.0,True,True,undefined_contact_type,30,may,1343,3,-1,0,new_marketing_client,True
192,36,technician,single,secondary,False,4136.0,True,False,undefined_contact_type,30,may,812,3,-1,0,new_marketing_client,True
193,53,blue-collar,divorced,primary,False,2656.0,True,False,undefined_contact_type,30,may,1980,2,-1,0,new_marketing_client,True
194,46,management,single,tertiary,False,2904.0,True,False,undefined_contact_type,30,may,984,2,-1,0,new_marketing_client,True
195,26,management,single,tertiary,False,1004.0,True,False,undefined_contact_type,30,may,228,2,-1,0,new_marketing_client,True
196,45,technician,single,secondary,False,410.0,True,False,undefined_contact_type,30,may,891,4,-1,0,new_marketing_client,True
197,31,unemployed,divorced,primary,False,0.0,True,False,undefined_contact_type,30,may,745,12,-1,0,new_marketing_client,True
198,29,management,single,tertiary,False,0.0,True,False,undefined_contact_type,30,may,539,12,-1,0,new_marketing_client,True
199,53,entrepreneur,single,secondary,False,62.0,True,False,undefined_contact_type,30,may,1044,5,-1,0,new_marketing_client,True
200,27,blue-collar,married,primary,False,416.0,True,False,undefined_contact_type,30,may,1193,2,-1,0,new_marketing_client,True
201,39,management,married,tertiary,False,2763.0,True,False,undefined_contact_type,2,jun,526,2,-1,0,new_marketing_client,True
202,36,services,married,secondary,False,2984.0,True,False,undefined_contact_type,2,jun,394,1,-1,0,new_marketing_client,True
203,41,blue-collar,married,primary,False,143.0,True,True,undefined_contact_type,2,jun,659,2,-1,0,new_marketing_client,True
204,36,services,married,primary,False,0.0,True,False,undefined_contact_type,2,jun,1036,1,-1,0,new_marketing_client,True
205,32,technician,married,secondary,False,696.0,True,False,undefined_contact_type,2,jun,815,1,-1,0,new_marketing_client,True
206,35,services,married,secondary,False,152.0,True,False,undefined_contact_type,2,jun,563,1,-1,0,new_marketing_client,True
207,36,management,single,tertiary,False,-78.0,True,False,undefined_contact_type,2,jun,1068,1,-1,0,new_marketing_client,True
208,35,management,married,tertiary,False,867.0,True,False,undefined_contact_type,2,jun,230,3,-1,0,new_marketing_client,True
209,30,blue-collar,single,secondary,False,953.0,True,False,undefined_contact_type,2,jun,747,2,-1,0,new_marketing_client,True
210,42,blue-collar,married,secondary,False,443.0,True,False,undefined_contact_type,2,jun,671,5,-1,0,new_marketing_client,True
211,42,technician,single,secondary,True,-1129.0,True,False,undefined_contact_type,2,jun,555,5,-1,0,new_marketing_client,True
212,32,blue-collar,married,primary,False,415.0,True,False,undefined_contact_type,2,jun,777,4,-1,0,new_marketing_client,True
213,29,blue-collar,single,secondary,False,260.0,True,False,undefined_contact_type,2,jun,707,14,-1,0,new_marketing_client,True
214,44,management,divorced,tertiary,True,-411.0,True,False,undefined_contact_type,2,jun,432,4,-1,0,new_marketing_client,True
215,32,technician,single,secondary,False,1279.0,True,False,undefined_contact_type,3,jun,1173,3,-1,0,new_marketing_client,True
216,31,unemployed,married,secondary,False,86.0,True,True,undefined_contact_type,3,jun,963,2,-1,0,new_marketing_client,True
217,40,self-employed,married,secondary,True,-754.0,True,True,undefined_contact_type,3,jun,941,3,-1,0,new_marketing_client,True
218,43,entrepreneur,married,secondary,False,0.0,False,False,undefined_contact_type,3,jun,1025,7,-1,0,new_marketing_client,True
219,27,management,single,secondary,False,178.0,True,False,undefined_contact_type,3,jun,732,2,-1,0,new_marketing_client,True
220,37,services,single,secondary,False,278.0,True,False,undefined_contact_type,3,jun,1045,3,-1,0,new_marketing_client,True
221,23,services,single,secondary,False,425.0,True,False,undefined_contact_type,3,jun,768,1,-1,0,new_marketing_client,True
222,25,management,married,primary,False,168.0,True,False,undefined_contact_type,3,jun,801,1,-1,0,new_marketing_client,True
223,26,blue-collar,single,secondary,True,-36.0,True,False,undefined_contact_type,3,jun,482,2,-1,0,new_marketing_client,True
224,47,blue-collar,divorced,primary,False,126.0,True,False,undefined_contact_type,3,jun,2456,2,-1,0,new_marketing_client,True
225,35,admin.,married,secondary,False,-87.0,True,False,undefined_contact_type,3,jun,1363,7,-1,0,new_marketing_client,True
226,32,technician,single,tertiary,False,6281.0,True,False,undefined_contact_type,3,jun,1336,4,-1,0,new_marketing_client,True
227,45,management,divorced,secondary,False,644.0,True,False,undefined_contact_type,4,jun,633,1,-1,0,new_marketing_client,True
228,30,admin.,divorced,secondary,False,377.0,True,False,undefined_contact_type,4,jun,524,15,-1,0,new_marketing_client,True
229,29,services,single,secondary,False,-271.0,True,False,undefined_contact_type,4,jun,578,1,-1,0,new_marketing_client,True
230,38,blue-collar,married,primary,False,5839.0,True,False,undefined_contact_type,4,jun,984,2,-1,0,new_marketing_client,True
231,23,blue-collar,single,secondary,False,492.0,True,False,undefined_contact_type,4,jun,638,1,-1,0,new_marketing_client,True
232,27,management,single,tertiary,False,99.0,True,False,undefined_contact_type,4,jun,767,2,-1,0,new_marketing_client,True
233,27,management,single,tertiary,True,-713.0,True,False,undefined_contact_type,4,jun,525,2,-1,0,new_marketing_client,True
234,29,services,single,secondary,False,32.0,True,False,undefined_contact_type,4,jun,563,1,-1,0,new_marketing_client,True
235,30,self-employed,married,tertiary,False,543.0,True,True,undefined_contact_type,4,jun,1449,6,-1,0,new_marketing_client,True
236,36,blue-collar,married,primary,False,403.0,True,False,undefined_contact_type,4,jun,920,1,-1,0,new_marketing_client,True
237,35,admin.,divorced,secondary,False,437.0,True,False,undefined_contact_type,4,jun,908,1,-1,0,new_marketing_client,True
238,36,blue-collar,married,secondary,False,1772.0,False,False,undefined_contact_type,5,jun,208,1,-1,0,new_marketing_client,True
239,59,retired,divorced,primary,False,-88.0,True,False,undefined_contact_type,5,jun,910,2,-1,0,new_marketing_client,True
240,47,entrepreneur,married,secondary,False,0.0,False,False,undefined_contact_type,5,jun,1446,1,-1,0,new_marketing_client,True
241,58,entrepreneur,married,tertiary,False,853.0,False,False,undefined_contact_type,5,jun,1149,2,-1,0,new_marketing_client,True
