"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,3.119,13.293,49.331,34.256
En lenguas extranjeras,100,18.043,41.118,29.738,11.101
Básicas de cálculo y/o comunicación oral o escrita,100,15.835,39.209,35.332,9.625
Generales de tecnologías de la información ,100,7.222,27.594,49.634,15.55
Profesionales de tecnologías de la información ,100,15.303,41.488,33.988,9.221
"Competencias técnicas, prácticas y otras específicas del puesto de trabajo ",100,4.854,13.849,47.435,33.863
"EAL-16e. EMPRESAS DE LA CONSTRUCCIÓN, SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ",,,,,
Año 2022. Porcentaje respecto al total de empresas en la construcción.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
De dirección,100,8.706,18.541,46.305,26.447
De trabajo en equipo,100,2.294,5.947,53.961,37.798
De atención al público/ trato a clientes,100,10.813,27.109,41.936,20.143
Administrativas de oficina,100,6.943,23.135,45.779,24.143
"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,4.272,14.759,48.436,32.533
En lenguas extranjeras,100,34.991,48.34,13.168,3.501
Básicas de cálculo y/o comunicación oral o escrita,100,20.904,42.473,30.085,6.537
Generales de tecnologías de la información ,100,12.786,33.576,42.463,11.175
Profesionales de tecnologías de la información ,100,21.736,50.376,21.843,6.045
"Competencias técnicas, prácticas y otras específicas del puesto de trabajo ",100,5.528,19.144,44.854,30.473
"EAL-16f. EMPRESAS DEL SECTOR SERVICIOS, SEGÚN GRADO DE IMPORTANCIA  PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS ",,,,,
Año 2022. Porcentaje respecto al total de empresas en el sector servicios.,,,,,
,TOTAL,NADA,POCO,BASTANTE,MUCHO
De dirección,100,9.324,20.397,41.712,28.567
De trabajo en equipo,100,2.417,6.444,47.177,43.962
De atención al público/ trato a clientes,100,2.76,10.952,38.709,47.58
Administrativas de oficina,100,8.798,24.911,42.398,23.893
"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,4.737,14.76,48.288,32.215
En lenguas extranjeras,100,15.751,39.373,28.618,16.258
Básicas de cálculo y/o comunicación oral o escrita,100,17.4,37.753,33.791,11.056
Generales de tecnologías de la información ,100,10.527,28.09,43.632,17.75
Profesionales de tecnologías de la información ,100,23.009,39.968,25.742,11.281
"Competencias técnicas, prácticas y otras específicas del puesto de trabajo ",100,19.651,29.685,33.088,17.576
